ID,Confidence,R.A.,Decl.,D,Teff,logg,[Fe/H],Source
1,0.617188,342.0793522,-0.883177394,6778.010124,,,,
2,0.699219,345.2789249,-0.929892306,61053.01502,,,,
3,0.705566,345.3317874,-0.877527213,69005.46193,,,,
4,0.773926,345.3029648,-0.81986488,45712.72694,,,,
5,0.840332,347.5398705,-0.927256205,35517.7782,,,,
6,0.803223,348.2355151,-1.006761155,35673.94495,,,,
7,0.688477,348.8509693,-1.02510317,65781.07776,,,,
8,0.709961,349.6989969,-0.959458026,20870.75851,,,,
9,0.897461,351.0255841,-0.910449492,28240.77804,,,,
10,0.706543,355.8606602,-0.963740207,63210.68808,,,,
11,0.913574,3.395180701,-1.001460856,31047.76626,,,,
12,0.916504,5.993518867,-0.899668207,40554.65809,,,,
13,0.868164,9.408508775,-0.877548191,,,,,
14,0.906738,10.4588986,-0.87784566,20747.59986,,,,
15,0.92627,17.4439348,-0.923953092,11144.62032,,,,
16,0.764648,22.21753393,-0.85490004,66059.71416,,,,
17,0.856934,22.86221007,-0.920072341,31767.87456,,,,
18,0.931641,25.65320459,-0.973850073,43411.03178,,,,
19,0.876953,29.91451018,-0.904356303,,,,,
20,0.942871,31.95070174,-0.989203648,31004.00886,,,,
21,0.862793,42.45207799,-1.020559126,37065.115,,,,
22,0.845215,44.26991226,-0.853009984,29539.64971,8267.3,4.578274,-1.641288,
23,0.887695,46.52072478,-0.933772887,58826.57198,,,,
24,0.850098,339.6222655,-0.410205809,61050.30154,,,,
25,0.871582,344.231948,-0.422347229,51241.92443,,,,
26,0.92334,345.5547894,-0.496075907,14281.80623,11193.7,4.52674,-1.700077,
27,0.834961,350.7587,-0.491294826,47885.88212,,,,
28,0.834961,352.2852494,-0.582336333,54018.17483,8387.567411,3.892195701,-1.854404841,
29,0.843262,352.2334875,-0.44026273,42371.78241,,,,
30,0.728027,355.5320183,-0.534820264,61226.30528,,,,
31,0.718262,5.329130116,-0.604883154,,,,,
32,0.938965,10.44332303,-0.534193444,11556.13477,,,,
33,0.950195,13.49811067,-0.515786025,19065.90258,10502.5,4.227145,-2.944021,
34,0.914551,17.13120489,-0.49151305,12623.6121,,,,
35,0.883789,20.05335046,-0.503322132,48918.98935,,,,
36,0.696777,20.83169826,-0.530357065,,,,,
37,0.904297,20.84776138,-0.543774325,32963.17097,,,,
38,0.707031,21.30499172,-0.470024046,19355.81977,7833.9,3.377492,-1.626554,N
39,0.882812,22.18716008,-0.589925149,29175.99861,,,,
40,0.682617,24.8118658,-0.610459943,,,,,
41,0.682617,24.9177388,-0.562823305,92969.36797,,,,
42,0.620605,29.31737418,-0.504118995,,,,,
43,0.878906,30.85584835,-0.478213647,48388.25595,,,,
44,0.631348,30.98146231,-0.546077842,71216.57692,,,,
45,0.881836,32.64981956,-0.565046716,42303.30112,,,,
46,0.742188,47.08858563,-0.534065064,58370.50042,,,,
47,0.742188,340.1603341,-0.201836448,72367.42827,,,,
48,0.948242,347.2977078,-0.075959087,15144.11497,,,,
49,0.605469,352.6036599,-0.15968856,7852.122606,12677.8,4.769447,-0.884752,
50,0.823242,357.2928617,-0.005717545,35812.38158,,,,
51,0.702148,3.128406347,-0.199465613,,,,,
52,0.922852,11.66924343,-0.019684853,27005.23465,12155.3,4.622883,-2.216803,
53,0.891602,17.25740279,-0.186878409,8111.074337,,,,
54,0.858398,32.32231194,-0.132008033,60325.27072,,,,
55,0.809082,32.47000514,-0.112226247,35931.81046,10734.13448,3.618691816,-1.379969321,
56,0.891113,41.57964102,-0.168064479,51774.33678,,,,
57,0.702637,336.4652351,0.277148215,41359.60159,9849.601587,3.983467654,-2.902860252,
58,0.924805,336.5103362,0.261001934,21868.67584,8348.1,3.009156,0.309169,N
59,0.924316,338.1742209,0.315118216,51705.92673,,,,
60,0.937012,340.5178152,0.260247601,15285.25511,,,,
61,0.914062,347.6915232,0.302813708,17698.80334,9094.278324,3.853418134,-1.596128343,
62,0.872559,352.6928187,0.398872151,29268.5522,9127.292887,3.772769202,-2.03174712,
63,0.939453,353.6909062,0.286616055,30285.3741,,,,
64,0.864746,356.7887939,0.316201285,,,,,
65,0.935547,356.7041193,0.269215442,16968.83105,,,,
66,0.935059,357.9403192,0.28574752,18333.15266,,,,
67,0.894531,3.886546758,0.330973154,9352.997517,9352.673372,3.512052594,-1.58028294,
68,0.938477,19.4447128,0.297891721,30166.27331,,,,
69,0.830078,22.26548877,0.386163992,76211.80156,,,,
70,0.851074,22.78157566,0.383930118,52773.55763,,,,
71,0.84668,27.7454755,0.424155955,28442.36373,,,,
72,0.890137,34.6141355,0.302500501,67774.90712,,,,
73,0.797363,38.55176251,0.372389358,40158.97058,,,,
74,0.74707,41.19406301,0.25848011,76439.95969,,,,
75,0.825684,46.9855237,0.352073208,54405.74366,,,,
76,0.811523,47.6508531,0.37471432,43152.62361,,,,
77,0.673828,54.55149444,0.340112362,6081.61649,8104.7,3.489049,-1.541901,N
78,0.913574,347.4281957,0.670193199,7266.576308,9181.6,3.792807,-1.920453,
79,0.835938,353.456166,0.66330781,58251.37776,,,,
80,0.850098,354.910504,0.75908008,6955.938548,8614.6,3.592424,-1.720996,N
81,0.744629,356.4796918,0.83968894,38680.05549,,,,
82,0.907715,358.9422084,0.830998886,51954.73004,,,,
83,0.735352,2.858647064,0.657269992,,,,,
84,0.749023,2.897136681,0.637699984,55151.15333,,,,
85,0.770508,9.76072454,0.80580201,45004.36424,,,,
86,0.629883,10.56239652,0.724760061,71721.09266,,,,
87,0.652832,10.57997518,0.779968755,58863.91519,,,,
88,0.905273,10.63935771,0.788104014,,,,,
89,0.931152,18.57019838,0.731815525,41001.92676,,,,
90,0.887207,37.81131401,0.682965596,,43401.6,3.456863,-1.121506,
91,0.893066,39.48288048,0.69648971,58649.75342,,,,
92,0.933594,39.53377399,0.818996364,41259.0129,10932.62125,4.177703624,-2.515455719,
93,0.68457,45.94221708,0.666873564,,,,,
94,0.967285,52.94059945,0.754601716,,,,,
95,0.803711,338.9625476,1.076712952,51650.36449,,,,
96,0.918457,345.4360947,1.070787327,10187.79246,7705.9,5.5887,-9,
97,0.925781,350.5291895,1.155290521,,,,,
98,0.848145,351.8979689,1.13894226,,10169.87065,3.791395536,-1.963239286,
99,0.873047,352.0904819,1.217636488,22104.17187,8375.9,3.657268,-0.884298,
100,0.908203,352.0787049,1.273426227,,8636.243343,3.661538639,-1.690964213,
101,0.928711,4.030834009,1.26484505,31534.2657,,,,
102,0.902832,9.549579828,1.091858768,37037.80082,,,,
103,0.628906,16.35132821,1.143083621,68566.39967,,,,
104,0.919922,18.99171556,1.218879157,18657.7917,8782.9,3.731492,-1.672585,
105,0.729004,20.57516222,1.130386502,,8423.334182,3.396492884,-2.345034876,
106,0.950684,20.6747746,1.200384011,13570.91589,,,,
107,0.812012,27.28703567,1.228375056,39014.82615,,,,
108,0.850098,27.23304506,1.273161866,10204.98098,10120.2,4.109004,-0.204748,
109,0.607422,27.34584585,1.256106106,62043.50739,,,,
110,0.899414,37.76336173,1.138850303,37688.68858,,,,
111,0.833984,39.35950263,1.079443573,43912.10587,,,,
112,0.720703,41.18369889,1.220598819,,8112.029244,3.708315952,-1.178327534,
113,0.852539,47.34196153,1.098770266,,,,,
114,0.833008,56.46302684,1.184835175,56972.77118,,,,
115,0.90918,45.52387326,-1.197363815,34143.59826,,,,
116,0.870117,60.86518888,-1.042676977,19189.09987,,,,
117,0.938965,37.84897023,-0.696613102,28508.22557,,,,
118,0.799805,38.3525018,-0.648009678,70947.32847,,,,
119,0.601074,39.05699616,-0.639621047,54121.88922,,,,
120,0.945312,38.9809951,-0.742873841,29675.83588,,,,
121,0.941406,60.91370032,-0.730163216,20642.67822,9194.910557,3.334522964,-1.713016042,
122,0.82959,65.63633247,-0.653508525,,,,,
123,0.858887,36.59922573,-0.386774268,68631.31588,,,,
124,0.916504,37.80052407,-0.348849062,44878.05019,8449.943941,3.935329229,-2.000697665,
125,0.964844,50.1440103,-0.263650921,13567.42643,9874.9,4.219697,-0.089771,
126,0.952637,52.76179062,-0.307766675,,8881.579423,3.820853007,-2.015907699,
127,0.818359,54.51043495,-0.208270232,48444.58032,,,,
128,0.615723,37.29093593,0.030583057,28560.4945,,,,
129,0.899414,39.19325228,0.154642439,59536.46035,,,,
130,0.869629,40.29725952,0.100831609,47217.02976,,,,
131,0.850586,43.51130088,0.049651973,39609.87774,,,,
132,0.817871,45.12426173,0.072488503,60370.1919,,,,
133,0.733398,50.06015964,0.087949435,85107.20082,,,,
134,0.92627,50.76180503,0.099880578,16763.40084,9594.724542,3.793623665,-1.678839911,
135,0.691406,54.8065567,0.16026083,,,,,
136,0.742188,62.44819791,0.15739207,55134.19128,,,,
137,0.858398,62.66034758,0.21093497,14430.55368,,,,
138,0.80127,66.56200426,0.151537563,7084.030893,,,,
139,0.679688,36.50013214,0.543010849,78266.02982,,,,
140,0.87793,37.64544712,0.504214547,51633.1569,,,,
141,0.767578,38.99916857,0.573755104,58733.24264,,,,
142,0.769531,39.77808831,0.48789408,,,,,
143,0.873047,40.27979506,0.563464002,21336.34877,,,,
144,0.927734,41.70510809,0.562095617,32900.51619,,,,
145,0.795898,42.80274796,0.562891938,62397.80685,,,,
146,0.746094,48.09235772,0.583157406,73572.18983,,,,
147,0.893066,52.31165919,0.55600492,13915.51762,9364.693915,3.526858367,-1.932957435,
148,0.612793,61.6228678,0.486764985,8830.94357,8687.6,4.417073,-0.869009,
149,0.909668,62.20118717,0.444644891,13903.34209,,,,
150,0.817871,63.1835412,0.63149837,,,,,
151,0.917969,63.14853319,0.507442243,,,,,
152,0.820801,36.50915576,1.001342694,64597.6172,,,,
153,0.756348,38.71476887,0.92593646,79548.90759,,,,
154,0.887207,45.3732562,0.904875334,45484.48605,,,,
155,0.84375,56.90821007,1.057161662,35147.20238,,,,
156,0.798828,352.0170024,-1.060784481,69107.26177,,,,
157,0.855957,0.649023313,-1.132818961,46672.04029,,,,
158,0.903809,1.16523629,-1.208424354,15646.63952,,,,
159,0.907715,11.55755758,-1.124909026,36877.18769,,,,
160,0.837891,18.14304032,-1.201427529,37170.9475,,,,
161,0.695312,26.00062017,-1.067063075,46292.0445,,,,
162,0.822754,28.04819914,-1.243488689,52109.28273,,,,
163,0.955566,31.23422569,-1.079335166,35251.39117,,,,
164,0.67041,66.84805128,-1.038585019,52201.87288,,,,
165,0.825195,66.92320752,-1.182961096,47706.37973,,,,
166,0.9375,67.39885113,-1.165321253,25733.72987,,,,
167,0.878418,69.69334487,-1.101844277,49996.40345,,,,
168,0.632324,70.20704849,-1.101046142,,,,,
169,0.92627,353.6178724,-0.709086442,28320.43237,,,,
170,0.756348,356.0559825,-0.789095419,62544.49769,,,,
171,0.880371,0.685629763,-0.739596013,50654.96004,,,,
172,0.904297,6.928027423,-0.775309029,12142.00611,8656.709522,3.472335736,-2.386338541,N
173,0.915527,7.917891367,-0.806831291,38280.27861,,,,
174,0.830078,12.21685705,-0.809076793,59386.06011,,,,
175,0.852539,12.24213685,-0.727913535,64745.90901,,,,
176,0.924316,19.467924,-0.697735851,32740.6543,,,,
177,0.736816,21.28665614,-0.814980562,,,,,
178,0.914551,21.25818372,-0.816193012,28812.75084,8700.093691,3.622738879,-1.446472884,
179,0.65625,27.71350706,-0.830948905,90224.90423,,,,
180,0.821289,28.34307712,-0.810049226,63408.35328,,,,
181,0.650879,28.74975311,-0.689376299,48026.96837,,,,
182,0.92334,29.66082203,-0.797177558,36667.76555,,,,
183,0.602539,61.7768682,-0.704570178,7715.522712,9000.697736,3.438679695,-1.231551033,
184,0.923828,66.93801422,-0.669459689,22167.68253,,,,
185,0.625977,68.35634612,-0.689480839,56251.30136,,,,
186,0.886719,69.77288674,-0.6918606,10182.68952,,,,
187,0.623047,70.00638394,-0.679785422,,,,,
188,0.808105,70.00209746,-0.670765663,,,,,
189,0.912109,69.95547974,-0.748954399,17967.98153,,,,
190,0.763672,72.28578933,-0.627090072,25585.95451,,,,
191,0.837402,72.87861254,-0.661796974,9525.238063,9289.5,4.538359,-0.218848,
192,0.737305,0.720074883,-0.228406859,71413.68997,,,,
193,0.741699,1.625787414,-0.302496586,60562.41222,,,,
194,0.745605,1.665995524,-0.393772682,,,,,
195,0.788086,5.081661104,-0.194454272,56590.43322,,,,
196,0.831543,5.087595595,-0.207431924,7114.436506,9427.66629,3.485485264,-1.516986319,
197,0.745605,11.12283224,-0.301222865,,,,,
198,0.700195,17.94652443,-0.197110797,6236.856198,,,,
199,0.920898,19.17559733,-0.341825421,34462.28458,,,,
200,0.881348,20.85487489,-0.29222443,61539.27066,,,,
201,0.89502,21.69177763,-0.381827849,10592.97234,8349.4,3.409716,-1.91969,N
202,0.6875,31.53079595,-0.310880127,81943.65841,,,,
203,0.927734,32.96669767,-0.346425562,44414.98651,,,,
204,0.789551,33.97494224,-0.263923131,34405.54309,,,,
205,0.904297,36.2848412,-0.273375359,44424.61093,,,,
206,0.838867,40.71293277,-0.216892312,64129.45122,,,,
207,0.700195,54.5734968,-0.32209968,36029.614,,,,
208,0.690918,54.90009748,-0.24009437,,,,,
209,0.658691,66.2860043,-0.40715304,6874.917141,,,,
210,0.910156,68.63745767,-0.277496003,24495.74098,,,,
211,0.941895,70.22205638,-0.309719983,24141.62673,,,,
212,0.84375,75.19625279,-0.195792214,56413.64373,,,,
213,0.750977,352.703248,0.03137133,44884.98525,,,,
214,0.878418,0.428703762,0.048896855,34731.47651,,,,
215,0.912109,2.887482523,0.046207996,15999.06783,,,,
216,0.935059,4.413786462,0.185888537,41591.5213,,,,
217,0.802734,16.2861681,0.08363415,61493.59655,,,,
218,0.624023,22.60434556,0.097755747,64543.4766,,,,
219,0.930664,27.95537788,0.12225366,22631.01316,,,,
220,0.63623,28.3258518,0.153128412,28655.73395,,,,
221,0.936035,29.30314764,0.039610937,22542.98428,,,,
222,0.706055,32.93519507,0.021348426,71943.49243,,,,
223,0.807129,41.94278597,0.058982845,,8897.969502,3.577340801,-1.267539665,
224,0.813965,43.09733425,0.200718894,50925.55012,,,,
225,0.866699,54.38648146,0.169988836,51692.39113,,,,
226,0.943359,68.22134905,0.049748528,33160.67999,,,,
227,0.680176,354.6885282,0.558236127,32692.38152,,,,
228,0.943848,359.3746155,0.495739163,26724.55187,,,,
229,0.861816,0.9452508,0.635815067,14654.455,9026.9,3.515298,-1.935087,N
230,0.691406,2.685096445,0.562310744,87950.79445,,,,
231,0.852051,4.667212673,0.64236027,11685.65817,,,,
232,0.949707,4.65035479,0.530832816,20794.10359,9643.101403,3.772248496,-1.451481486,
233,0.915527,9.147736843,0.526813198,26902.72739,,,,
234,0.710449,26.69904615,0.482327653,61593.44349,,,,
235,0.913574,26.69904989,0.504545695,33145.35304,9292.174083,3.750719195,-2.40766331,
236,0.866699,31.16925609,0.513758622,60836.98763,,,,
237,0.88623,31.15000791,0.472737987,56756.1534,,,,
238,0.893555,32.06887033,0.586213805,41856.03164,,,,
239,0.816895,32.71721776,0.631931332,14954.90783,7814.05946,3.328105897,-1.773336067,
240,0.602051,32.89755647,0.501598179,59916.89846,,,,
241,0.855469,32.81820122,0.524478215,39806.53725,,,,
242,0.64502,45.75853607,0.448766382,87474.02639,,,,
243,0.83252,50.79424522,0.496268095,69501.88669,,,,
244,0.941895,50.86871306,0.592211606,23077.0758,9053.7,4.57593,-1.519707,
245,0.706055,64.98346069,0.599482059,,,,,
246,0.713379,71.17381218,0.491138874,69914.48581,,,,
247,0.631836,71.34315735,0.636529716,10822.48093,,,,
248,0.861328,72.34521765,0.596564303,11482.5021,9402.7,4.427283,-0.271968,
249,0.80957,76.5589424,0.609194253,22428.76049,,,,
250,0.816406,353.9454095,0.881849587,5880.300361,9503.8,3.65997,-1.53012,N
251,0.871094,354.2251421,0.859780811,30867.79105,,,,
252,0.867676,10.83540556,1.02416486,40362.58744,,,,
253,0.870605,10.94075976,0.930417088,42117.0117,,,,
254,0.761719,15.66983948,0.923846339,6370.441739,9300.54465,3.396821895,-1.548446015,N
255,0.810547,20.43413388,0.971068792,61983.57322,,,,
256,0.876953,23.88387656,0.958071308,11262.18551,,,,
257,0.905762,23.93102011,0.897097977,38642.60112,,,,
258,0.806152,26.865473,1.010132743,54028.01418,,,,
259,0.782227,29.69102266,0.892920731,76908.79044,,,,
260,0.703613,68.05653821,0.914442848,11823.65861,,,,
261,0.922852,67.97849446,0.926214451,33568.91713,,,,
262,0.861328,72.06909468,1.021913427,9039.867225,9902,4.128234,-0.875688,
263,0.671387,72.32628026,0.91818489,15057.96176,8555.481449,3.758209592,-1.749154216,
264,0.782227,72.34044485,0.878564255,36061.93384,,,,
265,0.850098,72.87992952,1.007478174,43345.05328,,,,
266,0.86084,72.86669381,0.884987519,41109.7863,,,,
267,0.703613,52.35489127,-1.17178979,73389.70338,,,,
268,0.709961,66.94130036,-1.189305052,,,,,
269,0.678711,76.26850125,-1.235050693,9278.726778,8579.4,4.165287,-0.094715,
270,0.600586,78.69503558,-1.12147746,,,,,
271,0.91748,78.76177056,-1.095973115,18502.46849,,,,
272,0.62207,81.31722112,-1.134108118,7264.517326,,,,
273,0.712402,81.37483875,-1.134120865,,,,,
274,0.661621,82.22237154,-1.145679981,34370.39773,,,,
275,0.688965,87.70109326,-1.110767953,,,,,
276,0.721191,91.07560499,-1.132749108,10593.96497,9879.1,4.10683,-0.024263,
277,0.714844,92.18449164,-1.055070188,,,,,
278,0.620605,92.59784261,-1.099450162,13899.39373,8915.257774,3.678280239,-1.317159906,
279,0.686523,94.76435682,-1.224504567,,,,,
280,0.717773,97.68505086,-1.130977872,,,,,
281,0.837402,97.71485812,-1.185997872,,,,,
282,0.93457,56.11789858,-0.637262793,,8938.204267,3.673107003,-1.819362954,
283,0.878906,66.86280571,-0.773891807,,,,,
284,0.930176,77.50333315,-0.722477564,20902.01242,,,,
285,0.742676,80.92253409,-0.69449391,32439.53363,,,,
286,0.922852,81.09267464,-0.796800042,12078.20131,,,,
287,0.65625,83.89361566,-0.627493119,38265.61483,,,,
288,0.78418,83.97323652,-0.667959639,,,,,
289,0.612305,84.47195402,-0.824115726,,,,,
290,0.665527,84.38197348,-0.69167003,,,,,
291,0.68457,84.73979719,-0.787644427,,,,,
292,0.820801,84.79179491,-0.764662613,21121.07651,,,,
293,0.960449,84.74098139,-0.662819916,,,,,
294,0.734863,88.69312005,-0.719260374,,,,,
295,0.743164,89.68950004,-0.737476867,5404.630404,8502.3,4.037931,-0.340135,
296,0.753906,92.29285434,-0.801617017,,,,,
297,0.634766,93.11285251,-0.746104045,,,,,
298,0.653809,93.35875065,-0.764182543,5492.831603,,,,
299,0.791016,93.89606774,-0.697459776,10032.11642,,,,
300,0.618652,94.0902922,-0.772538507,9005.925627,,,,
301,0.751465,94.44202643,-0.827746655,,,,,
302,0.801758,94.92248805,-0.768094024,,,,,
303,0.62793,96.00757306,-0.821032492,,,,,
304,0.900391,96.05188234,-0.842602788,,,,,
305,0.791016,98.311365,-0.777400251,,,,,
306,0.686035,49.12484021,-0.32697251,68964.88704,,,,
307,0.670898,50.07864108,-0.41520671,74984.23138,,,,
308,0.778809,55.68815877,-0.305547597,63197.85043,,,,
309,0.733887,78.29065382,-0.205572771,,,,,
310,0.820801,81.63826107,-0.400587198,12408.46429,8519.7,4.146745,-0.503673,
311,0.92041,82.1720591,-0.394379798,10349.92724,,,,
312,0.845703,89.21223324,-0.402837506,,,,,
313,0.818359,91.56363992,-0.295384999,,,,,
314,0.845703,91.8005172,-0.293552141,7829.570526,,,,
315,0.723633,91.83889726,-0.236040913,6166.130055,9421.5,4.404147,-1.118652,
316,0.745117,91.97672255,-0.416960271,,,,,
317,0.68457,93.17338813,-0.382932945,8272.551364,8999.122815,3.419333999,-1.148696573,
318,0.618652,93.44974318,-0.328839596,8046.122039,,,,
319,0.60498,93.54717995,-0.22335418,,8284.813782,3.500744993,-1.532206128,
320,0.88623,94.61209783,-0.416833294,,,,,
321,0.754395,96.47356644,-0.340219245,,,,,
322,0.70166,97.97432609,-0.320350158,,,,,
323,0.908203,97.99367729,-0.216096088,,,,,
324,0.668457,43.95266964,0.137677091,61156.5752,,,,
325,0.705078,48.24980983,0.102691343,,14012.78039,4.588874683,-3.737153122,
326,0.828125,68.50660081,0.074604988,8909.225417,,,,
327,0.871582,68.56147821,0.055459637,14977.99164,,,,
328,0.73584,70.33291692,0.059767234,,,,,
329,0.627441,75.55709258,0.098497606,69125.26429,,,,
330,0.719238,77.33541385,0.145895024,6108.856422,,,,
331,0.856934,77.38468336,0.02711656,,,,,
332,0.768555,81.49051941,0.083489034,10360.55064,,,,
333,0.709473,81.77600029,0.037497,10224.42151,,,,
334,0.897461,83.98028929,0.02785116,8085.551092,,,,
335,0.772461,89.61725612,0.099082884,,,,,
336,0.747559,91.52490902,0.11910178,,,,,
337,0.875977,93.0258601,0.122716622,,,,,
338,0.789551,93.25637124,0.007861652,7788.893888,9196.958978,3.341769198,-1.638073039,
339,0.681152,93.63457582,0.171202442,,,,,
340,0.69043,94.56915635,0.144214879,5783.124157,,,,
341,0.624023,94.69892711,-0.006896053,10149.56468,,,,
342,0.791504,94.81878544,0.198184815,,,,,
343,0.70752,94.91160474,0.066092951,,,,,
344,0.719727,95.04729975,-0.010709971,,,,,
345,0.816895,95.58572953,0.183199779,,,,,
346,0.659668,95.80874306,0.098733258,,,,,
347,0.645508,96.07585104,0.043928917,,,,,
348,0.823242,96.53080828,0.146483412,,,,,
349,0.646973,98.01529746,0.133927086,,,,,
350,0.710449,98.45740622,0.202851893,,,,,
351,0.720703,48.09217525,0.58287002,73572.18983,,,,
352,0.734863,53.6296136,0.523670181,,,,,
353,0.857422,62.52854591,0.51395811,,,,,
354,0.890625,70.4579168,0.427323252,31431.51898,,,,
355,0.853027,78.71501774,0.45488799,,,,,
356,0.859863,78.66302442,0.628193641,,,,,
357,0.78125,82.39212423,0.50011895,,,,,
358,0.907715,82.55686597,0.472911295,26417.9187,,,,
359,0.786133,87.54369107,0.609475578,,,,,
360,0.825195,90.9702405,0.477241859,,,,,
361,0.929688,91.0616183,0.527938514,,8063.564388,3.659514883,-1.537523183,
362,0.86084,91.47691419,0.449022256,11265.1096,8664.2,4.874581,-0.161101,
363,0.868164,91.82661279,0.579079438,,,,,
364,0.770508,92.31018385,0.471822937,4007.96583,8616,3.478771,-0.939825,N
365,0.787109,92.90368208,0.602253234,20052.9278,,,,
366,0.606445,94.21846684,0.450092432,5827.187566,,,,
367,0.622559,94.24365456,0.44700148,,,,,
368,0.644531,94.50985488,0.572475343,,,,,
369,0.810547,94.8266612,0.511534117,4141.406555,,,,
370,0.832031,95.07960174,0.567224437,,,,,
371,0.805176,95.75417679,0.607508731,,,,,
372,0.675293,96.58412242,0.618300816,,,,,
373,0.618652,53.75640051,1.004875295,69153.76784,,,,
374,0.882324,65.95663004,0.850875952,11113.71427,,,,
375,0.64209,66.76508891,0.913990096,3938.384114,8242.8,3.013519,-1.901203,
376,0.798828,77.48360177,0.849751214,23875.33593,,,,
377,0.739746,79.2279196,0.911955561,8910.717709,,,,
378,0.647949,81.01388544,0.838701859,,,,,
379,0.813477,82.70093591,0.875670636,10203.09481,,,,
380,0.837402,83.10302478,0.933492363,,,,,
381,0.901367,83.41117409,0.911446413,10411.9433,,,,
382,0.768066,85.65840184,0.984414318,8850.44648,,,,
383,0.864746,85.60571186,0.885254503,11212.84857,9248.3,2.144899,0.187388,
384,0.902344,87.21743873,1.010880303,,8840.726099,3.451526924,-1.547150107,
385,0.92041,90.81225933,0.945741074,,,,,
386,0.811523,92.37532345,1.011937722,,,,,
387,0.775391,92.62611996,0.849022048,,,,,
388,0.826172,93.13416269,0.962709956,17395.49115,,,,
389,0.763672,93.92630064,0.882638557,,13462.8,4.087662,0.439774,
390,0.717773,94.36313351,0.922626157,,,,,
391,0.743164,94.32178719,0.989315009,,,,,
392,0.674316,98.22148613,0.830409952,,,,,
393,0.655273,18.06613885,-1.258168729,50148.485,,,,
394,0.925293,20.65692409,-1.091391437,13660.53233,8487.9,4.900326,-1.964866,
395,0.635254,32.0448801,-1.194451534,58345.29684,,,,
396,0.691895,27.86925354,-0.826277002,11206.75717,,,,
397,0.84082,28.92092033,-0.801553851,63962.26273,,,,
398,0.684082,29.85572723,-0.745933095,76317.51924,,,,
399,0.635254,30.58203145,-0.240946042,76143.27765,,,,
400,0.717773,17.06346567,0.119047847,46526.89748,,,,
401,0.90625,17.01708416,0.077910834,22914.44073,,,,
402,0.759277,28.56877902,0.184783343,43004.84321,,,,
403,0.92334,31.26022218,0.096319163,52806.07194,,,,
404,0.885742,31.45178895,0.029004473,30814.12777,8810.337558,3.669399512,-1.571779652,
405,0.749512,15.29783089,0.446440299,65816.84636,,,,
406,0.665527,25.62727353,0.583832144,71692.34588,,,,
407,0.847168,28.76550337,0.433942764,65151.21521,,,,
408,0.633301,30.77826487,0.420318784,82347.48586,,,,
409,0.918945,30.81938612,0.520402386,44726.76815,,,,
410,0.773926,33.4395545,0.423337309,63211.39877,,,,
411,0.821289,36.89148098,0.437546034,52352.13268,,,,
412,0.778809,21.37196118,1.041919921,,,,,
413,0.757812,23.93079386,0.938654258,56179.57164,,,,
414,0.639648,46.44680618,0.952205734,76482.99566,,,,
415,0.682129,20.70260188,-0.900206016,,,,,
416,0.871582,34.28754501,-0.914083375,18972.35565,8942.85128,3.417477421,-1.597962146,N
417,0.67334,34.57978998,-0.91953431,77051.44675,,,,
418,0.822754,38.36369135,-0.913516719,11309.73441,,,,
419,0.87793,44.23150619,-0.961021207,24886.83958,,,,
420,0.649414,58.57211756,-0.913359959,,30162.33571,4.838982876,-4.659014687,
421,0.90625,58.48990529,-0.961586732,16888.88181,8985.045816,3.649926554,-2.019079089,
422,0.629395,67.87251073,-1.000216958,7280.024143,,,,
423,0.841309,69.50621066,-0.889718287,36743.23455,,,,
424,0.782227,73.82193038,-0.878598902,69639.34101,,,,
425,0.802246,20.0952555,-0.583067114,70205.58102,,,,
426,0.904785,27.56604549,-0.431287362,44058.25369,,,,
427,0.891602,30.07279278,-0.596817076,50365.29185,,,,
428,0.777832,33.92541666,-0.447429554,11779.02193,9058.816163,3.394268951,-1.467172448,
429,0.936523,34.36921524,-0.599016979,33892.87607,,,,
430,0.722168,35.58488437,-0.392312555,,,,,
431,0.679688,35.92202222,-0.563697979,77135.05764,,,,
432,0.839844,42.14653982,-0.476921024,56628.99178,,,,
433,0.789551,44.44692994,-0.460270097,76718.0392,8969.200946,3.053587531,-3.014276922,
434,0.759277,52.58887805,-0.473033226,60288.32229,,,,
435,0.914062,74.87264827,-0.545846372,23512.59467,,,,
436,0.697266,80.36871629,-0.573169373,14251.7976,,,,
437,0.900879,20.45091577,-0.181384646,,18237.1,1.729786,-1.17983,
438,0.914551,34.78137085,-0.059139071,37202.51524,,,,
439,0.689941,52.56066342,-0.130596177,59991.59374,,,,
440,0.917969,52.49823136,-0.125558425,38768.11066,9456.740518,3.696628408,-1.779015099,
441,0.762695,68.22881022,-0.078728612,11127.4458,,,,
442,0.893555,70.45233177,-0.126640683,31061.13987,,,,
443,0.620117,74.0300822,-0.093473887,64118.17716,,,,
444,0.736816,74.07240074,-0.091491063,,,,,
445,0.792969,74.09669526,-0.133277485,,,,,
446,0.921387,78.09249081,-0.113275996,26300.55278,,,,
447,0.825195,78.57918088,0.013644551,,,,,
448,0.861816,22.6058776,0.359125319,53772.73654,,,,
449,0.773438,31.33836008,0.293802866,44927.00778,,,,
450,0.838867,32.80057648,0.296267599,61541.97202,,,,
451,0.791992,34.07559466,0.267443996,49844.69541,,,,
452,0.878418,40.2677661,0.386563752,46652.20691,,,,
453,0.731934,54.51830025,0.461346215,54681.70143,,,,
454,0.921875,64.15963768,0.405228963,31628.4214,,,,
455,0.907227,65.75731665,0.331831091,22764.44305,,,,
