ID,Confidence,R.A.,Decl.,D,Teff,logg,[Fe/H],Source
9203,0.766113,135.851094,-2.843570474,36135.32204,,,,
9204,0.759277,138.0121453,-2.858740195,,,,,
9205,0.884277,151.0055149,-3.155896207,11413.78475,,,,
9206,0.665527,152.0390576,-3.273835316,5250.104201,9681.1,2.834981,-1.91539,N
9207,0.822266,125.288521,-2.028022862,,,,,
9208,0.896973,128.5890636,-2.10843997,23175.27545,,,,
9209,0.644043,130.5486742,-2.094771641,19838.00651,,,,
9210,0.896973,130.5345063,-2.242171472,39763.84201,,,,
9211,0.917969,136.6412442,-2.433133565,32397.70277,,,,
9212,0.65332,144.4499171,-2.702117594,59926.26112,,,,
9213,0.727051,150.4366226,-2.71760254,35270.34536,,,,
9214,0.626465,122.836342,-1.542943709,11065.83843,8182.4,2.957422,-1.699156,
9215,0.868164,126.8811126,-1.608174417,31058.88165,,,,
9216,0.915039,140.0596998,-2.165941063,27470.21173,,,,
9217,0.935059,142.2707204,-2.216878147,,8859.395268,3.853682484,-1.496244713,
9218,0.775391,146.7331258,-2.182929558,44234.38299,,,,
9219,0.808594,147.1947324,-2.317555389,28193.1084,,,,
9220,0.722168,150.2526084,-2.445540296,31702.40271,,,,
9221,0.688477,151.1532591,-2.393092998,9175.205162,11676.6,2.734249,0.768335,
9222,0.617188,123.359283,-1.020377719,68429.25223,,,,
9223,0.670898,127.1867198,-1.199494409,5438.141977,10723.1,4.286775,-0.348985,
9224,0.67334,127.5163546,-1.345898901,71791.98948,,,,
9225,0.856445,137.1562348,-1.623364536,48354.63144,,,,
9226,0.811035,140.9760007,-1.629382107,85153.29717,,,,
9227,0.879883,147.7027227,-1.888125114,14481.66891,10194.2,3.505995,-0.85692,
9228,0.895508,147.6496618,-1.908733482,,,,,
9229,0.711914,152.7640638,-2.013473578,86089.6789,,,,
9230,0.796387,123.7326597,-0.627106653,18248.69056,,,,
9231,0.887207,123.7496139,-0.729771185,40904.06338,,,,
9232,0.665039,124.183044,-0.665297795,,,,,
9233,0.709473,124.5028836,-0.666337049,13514.92111,7841.9,4.081117,-0.346277,N
9234,0.773438,137.0906918,-1.096463691,54859.35862,,,,
9235,0.930664,139.1095377,-1.313124256,36128.17966,,,,
9236,0.942383,140.7195822,-1.295586072,31844.79494,,,,
9237,0.63916,146.5505051,-1.322683904,,,,,
9238,0.654785,146.5638049,-1.403354941,38602.51629,,,,
9239,0.806152,146.6300522,-1.480061303,49205.45347,,,,
9240,0.854004,147.2696535,-1.094184561,67450.4998,,,,
9241,0.851562,152.149253,-1.136276694,11299.9056,7566.3,3.632761,-1.827225,N
9242,0.82666,145.2299615,-2.973397189,49857.8754,,,,
9243,0.75,147.0993652,-2.291739305,59383.9571,,,,
9244,0.739258,144.9576538,-1.377123184,,8665.801881,3.348894928,-1.718896126,
9245,0.672363,144.9105217,-0.985835007,,,,,
9246,0.753418,148.978845,57.08561779,16105.81668,7594.3,2.868521,-2.713577,
9247,0.88623,152.0662229,58.54588447,14441.76882,,,,
9248,0.772949,149.2507292,58.28632023,12205.95181,,,,
9249,0.676758,172.6450845,61.35620582,63780.20755,,,,
9250,0.747559,173.7595032,61.41832751,,,,,
9251,0.610352,165.7324311,61.00971419,,,,,
9252,0.934082,165.8116163,61.04303515,13860.36477,,,,
9253,0.933105,152.0663814,58.54548649,14441.76882,9144.921359,3.384672201,-1.453923264,N
9254,0.837402,153.9473175,58.97294508,34995.63491,,,,
9255,0.702637,161.8759048,60.91594722,77211.84892,,,,
9256,0.816895,161.8508385,60.82564458,,,,,
9257,0.746582,162.3549238,60.89249405,66281.03583,,,,
9258,0.655762,163.8372564,61.52850353,5179.126331,,,,
9259,0.882324,169.2666655,62.35974917,45490.65255,,,,
9260,0.71875,155.2587145,60.44152028,49839.19015,,,,
9261,0.893066,168.4726349,62.65729927,22961.36585,,,,
9262,0.754395,188.3219245,61.44916652,4790.102745,,,,
9263,0.930664,209.7541551,59.27484206,,,,,
9264,0.745605,217.9206386,57.16258312,7254.134491,,,,
9265,0.884766,228.7547449,53.1442472,13448.22773,,,,
9266,0.702637,236.7755959,48.7092545,7014.09887,9298.101376,3.400236311,-1.577937274,N
9267,0.759277,237.1037945,48.49107893,6689.827554,9194.568841,3.374225077,-1.510621072,N
9268,0.684082,238.1884801,47.5248462,,,,,
9269,0.873535,238.3703248,47.62204212,47127.28808,,,,
9270,0.918457,238.1880172,47.52453638,,,,,
9271,0.870117,244.7776038,42.68824236,27383.59756,,,,
9272,0.897949,182.4084453,62.01788697,,,,,
9273,0.921387,192.0018005,61.78299015,44104.77996,,,,
9274,0.895508,194.5581608,61.66052037,50083.58909,,,,
9275,0.944824,204.6833446,60.58659145,21752.40599,,,,
9276,0.937012,212.9055641,58.9910676,25066.90534,,,,
9277,0.882812,213.5530579,58.81420461,5946.774116,,,,
9278,0.92041,213.6209552,58.7382034,24090.35823,,,,
9279,0.950684,214.200795,58.54897959,19769.47882,,,,
9280,0.686523,240.5129076,46.60962394,37275.74945,12132.33218,4.207368383,-2.472578477,
9281,0.931152,242.3735862,45.31315831,16469.41037,,,,
9282,0.964844,179.22933,62.28664659,16914.19238,,,,
9283,0.680176,187.8482253,62.29425957,53378.35916,,,,
9284,0.922852,214.838444,58.86061704,11158.86266,,,,
9285,0.919434,215.465765,58.82323864,35398.51521,,,,
9286,0.652344,222.9275801,56.43460995,20806.15257,,,,
9287,0.703613,222.8112064,56.41124564,24816.31932,,,,
9288,0.907715,224.767066,55.86411474,26613.09243,,,,
9289,0.696289,227.3680049,54.76441785,72033.46146,,,,
9290,0.853516,231.077385,52.96204556,62696.80067,,,,
9291,0.674316,233.3575975,51.80061588,5475.889804,8307.6,3.311207,-1.335663,N
9292,0.754395,233.3402917,51.68248497,,,,,
9293,0.781738,235.7946036,50.23503236,54139.6894,,,,
9294,0.937012,238.0169659,49.00805447,13297.16968,,,,
9295,0.646973,239.2130315,48.22277244,7391.476464,8034.6,3.188435,-1.632295,N
9296,0.795898,240.3644979,47.37490686,75941.32177,,,,
9297,0.897949,240.9371289,46.91322781,44914.89804,,,,
9298,0.784668,241.7285529,46.49107546,42919.55036,,,,
9299,0.93457,241.5067425,46.44412064,23481.04736,7652.3,3.044465,-1.934505,N
9300,0.898438,244.3238363,44.3179651,48111.78501,,,,
9301,0.935059,244.4387155,44.04288242,14181.23483,,,,
9302,0.938477,245.2261181,43.40530807,19640.0981,,,,
9303,0.888672,174.9369968,62.47217249,58640.81068,,,,
9304,0.847656,194.2555106,62.52481939,,,,,
9305,0.822266,199.4076725,62.1138869,62034.93469,,,,
9306,0.908691,208.2241139,60.78726263,12371.63809,,,,
9307,0.885254,210.3074987,60.355507,23574.50829,7492.5,3.525375,-2.311449,N
9308,0.921875,220.0842501,57.93176927,50692.09633,,,,
9309,0.895508,229.6048285,54.10997942,17612.52831,,,,
9310,0.94043,230.3508724,53.83812238,11766.55395,8212.2,4.570422,-0.788725,
9311,0.79541,230.4028564,53.85699651,54809.03706,,,,
9312,0.806152,230.4518535,53.75309286,44570.65261,,,,
9313,0.708008,231.4364669,53.4009904,77206.51442,,,,
9314,0.935059,233.1753411,52.41320796,23689.16033,,,,
9315,0.887207,238.5849437,49.26058749,55192.29721,,,,
9316,0.947754,240.8030319,47.79387824,,,,,
9317,0.8125,244.5948609,44.54259133,43209.90324,,,,
9318,0.942871,244.670786,44.62486616,34515.98974,,,,
9319,0.836914,245.5542875,43.82685084,8545.97714,,,,
9320,0.939453,245.7442686,43.70554854,15417.7703,,,,
9321,0.921875,183.1833681,63.17884406,49810.63401,,,,
9322,0.804199,186.832926,63.2687579,9407.291197,,,,
9323,0.831055,188.8059104,63.22963078,8355.320684,,,,
9324,0.915039,193.3823763,63.08339819,48555.78457,,,,
9325,0.750977,195.4986403,62.84516332,10357.71022,14986.3,5.310566,-9,
9326,0.916992,195.2749177,62.78249618,19551.13488,11652.4,4.654671,-1.90836,
9327,0.802246,198.7120993,62.4689875,10085.69751,8058,3.780151,-1.313296,
9328,0.754883,212.0819739,60.60486094,20560.69697,,,,
9329,0.602539,225.0306971,56.60011077,49774.80382,,,,
9330,0.883301,225.0682645,56.7106905,8967.16609,11333.6,4.063511,-1.284542,N
9331,0.859375,228.8263801,55.25954092,21204.19757,9409.523721,3.972124786,-2.016595515,
9332,0.946289,232.3007715,53.5919432,28279.14622,,,,
9333,0.813965,238.6698493,49.89550203,8340.622802,8077.3,3.197142,-2.011752,N
9334,0.824707,240.4877608,48.59409623,5797.076,,,,
9335,0.707031,241.0032713,48.26302937,5772.775674,,,,
9336,0.765137,240.7011565,48.25603412,40224.66846,,,,
9337,0.921387,242.5215109,46.86354846,24599.23863,,,,
9338,0.689941,242.8547841,46.675234,12209.7458,,,,
9339,0.730957,243.6626161,46.19173445,44304.22418,,,,
9340,0.884277,243.538879,46.13397197,51600.4409,,,,
9341,0.938965,245.3755727,44.64411941,12333.34654,,,,
9342,0.918945,173.8639888,63.12731477,55733.56481,,,,
9343,0.891113,188.3589458,63.64702009,17319.04245,,,,
9344,0.922363,194.4390873,63.39014194,27514.85354,,,,
9345,0.901367,205.3716912,62.10106842,12035.29353,,,,
9346,0.924805,208.2434857,61.64657899,48257.61431,,,,
9347,0.70752,220.5396048,58.7820395,58177.0396,,,,
9348,0.938477,220.5819009,58.8294731,16739.60817,7680.6,3.44973,-1.659559,N
9349,0.847656,220.7492759,58.74489726,,8894.572577,3.773572974,-1.59257063,
9350,0.945801,221.2108474,58.45789936,29008.1821,,,,
9351,0.727051,225.8313665,56.79698498,60392.45162,,,,
9352,0.842285,229.3766495,55.3831871,51786.18278,,,,
9353,0.891602,229.3651405,55.41444379,47253.79905,,,,
9354,0.807617,230.691729,54.77806642,50096.82506,9425.943367,3.992143816,-1.853468275,
9355,0.68457,236.8798154,51.50488993,7046.08094,8439.6,3.399958,-1.821305,
9356,0.659668,240.4507382,49.1223453,50358.61287,,,,
9357,0.944336,240.4564943,49.08945942,18550.43675,,,,
9358,0.70459,151.0389706,56.82151448,6164.491194,8016.9,3.160714,-2.158544,
9359,0.831055,197.2019527,61.1034944,6957.777113,,,,
9360,0.783691,215.0625059,57.81105395,17791.02394,,,,
9361,0.918945,154.1266382,58.26055976,11066.51487,,,,
9362,0.79541,200.3676716,60.99797797,65861.49447,,,,
9363,0.943848,204.6834887,60.58687136,21752.40599,,,,
9364,0.678223,213.3020934,58.76963422,,,,,
9365,0.780273,213.49557,58.76852754,60365.41817,,,,
9366,0.606934,214.5597015,58.42895778,53894.27561,,,,
9367,0.670898,196.9119863,61.83304599,65697.23091,,,,
9368,0.825195,196.9563761,61.92600612,67811.24517,,,,
9369,0.905762,205.5445704,60.79469997,31079.71226,,,,
9370,0.797363,213.2370118,59.36633517,46008.64368,,,,
9371,0.623047,222.9846852,56.53298183,70297.94598,,,,
9372,0.884766,144.7713575,56.01896728,47328.8007,,,,
9373,0.816895,208.469142,60.82179218,,,,,
9374,0.833008,217.3803944,58.65774723,59823.49476,,,,
9375,0.726074,139.6428524,54.47265617,5938.11137,10806.6,4.521355,0.029093,
9376,0.830078,165.255496,61.73100074,46752.43691,,,,
9377,0.631348,175.1240999,62.92815474,47274.49641,,,,
9378,0.922363,187.1909347,63.17465083,20542.90305,,,,
9379,0.796387,190.1995612,63.09786171,51431.16225,,,,
9380,0.664062,200.5367911,62.33305705,,,,,
9381,0.791992,226.0214263,56.42896862,67269.74621,,,,
9382,0.752441,175.2544766,63.2200586,48005.95631,,,,
9383,0.928711,175.0182801,63.41460691,42424.10112,,,,
9384,0.702148,247.2557284,40.13333892,27813.09252,,,,
9385,0.881348,247.3833502,40.30976647,35856.35428,,,,
9386,0.943848,247.9868707,39.68796536,15152.59995,,,,
9387,0.750488,248.6752044,38.98436346,52208.38045,,,,
9388,0.787109,248.6463452,38.80992092,58133.64487,,,,
9389,0.772461,249.937469,37.48724837,43157.18377,,,,
9390,0.90332,251.0668986,36.21171942,32738.96513,,,,
9391,0.722168,251.5068615,35.90222403,42019.99441,,,,
9392,0.616211,251.7027441,35.58788837,,,,,
9393,0.69043,251.7132207,35.63457574,6345.072043,8823.712676,3.399600859,-1.580913325,N
9394,0.782715,251.68298,35.6651376,5885.014626,,,,
9395,0.777344,251.6451574,35.49606857,,,,,
9396,0.921875,252.5379379,34.76465409,35387.2769,,,,
9397,0.851562,254.256965,32.6019132,,,,,
9398,0.922852,254.2889602,32.58903204,18202.21293,,,,
9399,0.697266,254.6788804,32.18661866,4469.299493,,,,
9400,0.858398,254.475133,32.08182638,,,,,
9401,0.654785,258.1343217,27.18268193,21640.30833,,,,
9402,0.849609,258.1523435,27.33025946,11558.97907,,,,
9403,0.866211,258.2611712,27.2680038,41599.25176,,,,
9404,0.804688,259.0386984,26.1082208,7487.451164,,,,
9405,0.834961,259.2821934,25.54131398,10054.29367,,,,
9406,0.74707,259.5151823,25.22743129,14849.84158,,,,
9407,0.759277,259.6783457,25.03715086,,,,,
9408,0.792969,259.9708905,24.45592871,8268.954297,10292.9,3.470653,-1.213924,
9409,0.80127,259.9898377,24.4943042,30442.42158,,,,
9410,0.875,260.2987532,24.29869145,,,,,
9411,0.850098,260.3363119,23.9990024,6553.813196,9666.1,2.900037,-1.43824,N
9412,0.825195,244.8902667,43.23385786,25356.40825,,,,
9413,0.915527,244.6357128,43.25375291,18568.70078,7937.4,4.086547,-2.470143,
9414,0.930176,249.0867585,39.12475588,22014.66306,,,,
9415,0.953125,249.2598187,38.9285212,19503.27152,,,,
9416,0.841797,252.1388305,35.91075424,27234.26573,,,,
9417,0.795898,252.247815,35.86076334,6198.438239,,,,
9418,0.911133,252.605405,35.43765937,35652.29146,,,,
9419,0.827637,253.3311205,34.5423252,7308.924079,10370.5,4.002224,-1.978942,N
9420,0.939453,254.9801877,32.39007967,24919.00948,,,,
9421,0.897949,255.3954679,31.95602591,16074.93543,9052.7,3.489134,-2.006874,N
9422,0.907715,255.4868057,31.87139754,26080.56553,8953.8,4.809954,-1.63394,
9423,0.931152,256.2041475,30.81402251,11010.98073,,,,
9424,0.646484,256.5436453,30.35821411,,,,,
9425,0.683594,256.5230539,30.17605498,,8977.91364,3.722170003,-1.692456997,
9426,0.890137,256.6784689,30.34912082,11260.93386,9038.827054,3.403429485,-1.510754789,
9427,0.769043,257.1955735,29.38576334,,,,,
9428,0.663574,259.2713403,26.56425916,26981.13916,7770.9,4.252896,-1.10685,
9429,0.686523,259.2340986,26.69173567,13693.50618,,,,
9430,0.73584,259.5941869,26.11086797,41936.63459,,,,
9431,0.827148,259.6811957,25.88345132,34100.32196,,,,
9432,0.833984,259.7481249,25.91629698,20387.58154,8192.160269,3.599637751,-2.122834212,
9433,0.817871,259.9131484,25.721697,30188.03757,,,,
9434,0.932129,259.7760216,25.69487339,25068.8791,,,,
9435,0.789062,260.8972152,24.0488634,15771.15685,,,,
9436,0.851074,249.1664141,39.58696392,15016.18478,,,,
9437,0.859375,254.0380771,34.3125984,30971.79738,,,,
9438,0.787109,254.706792,33.60267603,56484.2596,,,,
9439,0.890625,255.2625128,32.83936253,29993.60607,,,,
9440,0.748535,256.275169,31.34932924,67246.35771,,,,
9441,0.691895,257.416603,29.90505411,,,,,
9442,0.884766,257.4057923,29.83564457,7442.182372,9451.359097,3.736286694,-1.799681417,
9443,0.937012,260.4916165,25.3306422,24815.45677,,,,
9444,0.964355,260.8545485,24.89801823,18364.26587,,,,
9445,0.819336,261.2537572,24.49480774,6722.88521,,,,
9446,0.910156,249.5011455,40.07651169,16386.00863,,,,
9447,0.731445,251.3752379,38.27057552,66204.37044,,,,
9448,0.916504,252.1107977,37.19736809,23032.61399,,,,
9449,0.699707,252.3795656,37.11724744,9133.502694,8455.2,4.520092,-1.183718,
9450,0.85498,253.1543395,36.24932543,17101.48925,,,,
9451,0.896484,253.1030885,36.29952625,42460.44708,,,,
9452,0.830078,254.5800396,34.37274152,19428.78447,,,,
9453,0.655273,254.8959466,34.13022401,75037.18584,,,,
9454,0.92041,256.4465781,31.835397,,9539.40981,3.642517893,-1.29077405,
9455,0.810547,260.2568581,26.73670241,19898.48918,7417.3,3.612396,-2.589617,
9456,0.907715,261.2005958,25.17772331,31032.12599,,,,
9457,0.84668,261.472332,24.91513854,7612.318147,,,,
9458,0.871582,261.546103,24.69772826,10547.76526,,,,
9459,0.913574,261.6873507,24.69118837,21041.91575,,,,
9460,0.924316,261.9658088,24.10708292,14148.72755,,,,
9461,0.934082,262.05388,24.04040419,17875.49249,,,,
9462,0.633789,247.6273649,42.55156959,44289.98814,,,,
9463,0.931641,252.9175589,36.98670344,13499.98449,,,,
9464,0.874023,253.2721791,36.82358073,31078.47784,,,,
9465,0.90332,253.1655445,36.81611021,,,,,
9466,0.74707,253.5690106,36.27762251,11968.0287,,,,
9467,0.929199,256.9392407,32.17784293,32497.50875,,,,
9468,0.65918,258.1825892,30.6029772,,,,,
9469,0.65625,259.352061,28.78205755,65912.90725,,,,
9470,0.799805,259.3680929,28.64240434,46535.29958,,,,
9471,0.731934,260.6252415,26.7574566,,,,,
9472,0.834473,261.0848977,26.46042423,49096.15306,,,,
9473,0.713867,261.3442214,25.67712155,45878.51525,,,,
9474,0.835938,261.5181354,25.79170442,6299.819689,,,,
9475,0.864258,261.6274936,25.38829041,6606.419051,,,,
9476,0.959473,261.8431623,25.09761432,18589.98522,,,,
9477,0.775391,262.0962084,24.54425911,30402.28767,,,,
9478,0.932129,262.2525189,24.54525114,26992.64655,,,,
9479,0.928711,262.3916697,24.26839945,11266.47187,,,,
9480,0.739258,253.7659558,36.92128318,4602.973561,11141.74883,4.080806834,-2.967739472,
9481,0.67041,254.1754881,36.48922969,19538.57084,,,,
9482,0.842285,254.6559708,35.79857608,13494.54342,,,,
9483,0.89209,256.6336118,33.18876235,6537.270751,,,,
9484,0.873535,258.9207708,30.38698391,23371.76529,,,,
9485,0.918457,258.9226892,30.37522962,25777.35507,,,,
9486,0.913086,260.9074744,27.1992053,13200.14093,,,,
9487,0.901367,261.4933758,26.38978493,15354.57007,,,,
9488,0.810059,262.0172047,25.53353519,23553.42005,,,,
9489,0.612305,205.4859893,59.78123608,7074.320305,10880.63001,3.644977174,-1.624510011,
9490,0.678223,205.3994985,59.71211205,94553.29367,,,,
9491,0.891602,178.7792991,62.5337917,10182.95972,,,,
9492,0.898438,201.6591617,61.60417645,66777.46711,,,,
9493,0.776855,179.5046844,63.00757405,6697.273606,,,,
9494,0.848145,197.5036897,62.4531243,6655.136455,10037.37898,3.705627419,-2.914835403,
9495,0.901855,210.3395632,60.55945473,57203.47924,,,,
9496,0.918945,201.7002072,62.42136728,38607.50689,,,,
9497,0.87207,193.1048275,61.00358048,20901.52813,10824.5,4.658144,-0.690756,
9498,0.82959,221.4794171,55.68372127,56560.143,,,,
9499,0.933105,221.4455422,55.83819841,,,,,
9500,0.655273,228.2363901,53.1014283,3620.644302,8623.2,3.177347,-2.071863,N
9501,0.901367,238.2332635,47.46277343,16805.51481,,,,
9502,0.749023,242.64698,44.17766136,,8837.932658,3.621564744,-1.684128656,
9503,0.806152,242.5273261,44.0949158,8328.416366,,,,
9504,0.941406,244.0554645,42.86193339,20918.94134,8898.5,2.996643,-2.288687,N
9505,0.962891,210.9786206,59.1875637,26796.48818,,,,
9506,0.611816,218.4739996,57.24035874,8097.709242,7697.4,3.786859,-0.236713,N
9507,0.706055,223.7365026,55.33991385,8721.768365,9467.4,4.341897,-1.386432,
9508,0.827148,226.6293364,54.11529981,32338.12597,,,,
9509,0.893555,226.7800129,54.09660005,27887.47535,,,,
9510,0.896484,234.0099811,50.69930344,10020.02799,9328.863749,3.601744309,-1.342205889,
9511,0.953613,171.1403303,61.39413481,20388.42591,,,,
9512,0.868164,215.3429032,58.59578036,14854.26259,,,,
9513,0.952637,225.223306,55.44776199,24339.51815,,,,
9514,0.824219,239.8560708,47.3559375,48202.67281,,,,
9515,0.765625,241.7564024,46.10845391,79064.72496,,,,
9516,0.711426,241.7466228,45.88904315,57311.22137,,,,
9517,0.84082,243.4799686,44.76536278,60526.40039,,,,
9518,0.754883,244.1132622,44.19855731,70861.11354,,,,
9519,0.895996,244.0202579,44.18980616,10620.82887,9925.2,3.687997,-1.808715,N
9520,0.903809,244.1693932,44.21202205,10544.70522,,,,
9521,0.84668,178.7793687,62.533345,10182.95972,,,,
9522,0.941895,213.541418,59.49417587,24950.25783,,,,
9523,0.938965,223.3184311,56.5618179,32836.86012,,,,
9524,0.789551,227.2059786,55.00410561,45670.22034,,,,
9525,0.910645,227.305735,55.06409148,15209.39641,8693.645199,3.408116444,-1.28340336,
9526,0.688965,231.8918092,52.83981239,4332.289584,10334.3,3.503835,-1.714669,N
9527,0.775391,232.0505405,52.77772304,48918.81667,,,,
9528,0.890625,232.1484295,52.81262279,44891.19602,,,,
9529,0.870605,232.4535415,52.61657196,35940.50118,,,,
9530,0.949219,233.6425436,52.01544574,24032.98353,,,,
9531,0.947266,238.5976119,48.93001473,23007.2024,,,,
9532,0.939453,244.8593286,44.22752443,28561.17309,,,,
9533,0.859863,245.068692,43.96149131,40195.88157,,,,
9534,0.9375,245.0521815,43.96132918,24759.63073,,,,
9535,0.658203,181.0442463,63.01141243,50497.83187,,,,
9536,0.877441,180.7145969,63.07363015,,,,,
9537,0.811523,182.5874001,62.96066124,58025.90436,,,,
9538,0.809082,190.9264232,62.87442384,72555.4816,,,,
9539,0.950684,190.9221282,62.80988851,29434.06443,,,,
9540,0.808594,197.610499,62.48749701,,,,,
9541,0.912109,211.3294678,60.36338667,31345.07129,,,,
9542,0.935059,211.3688079,60.3761095,20778.00603,,,,
9543,0.716309,222.203617,57.46354076,59490.82065,,,,
9544,0.784668,222.2233299,57.56157375,36214.32885,,,,
9545,0.954102,222.0990865,57.41510891,21901.08419,,,,
9546,0.924316,227.8902359,55.3120053,19795.57363,,,,
9547,0.662598,233.87929,52.28193067,69148.3892,,,,
9548,0.738281,239.5396345,48.93567669,49009.52723,,,,
9549,0.887207,239.3747536,48.83949805,,,,,
9550,0.736816,239.7802576,48.83714276,7861.898359,,,,
9551,0.917969,211.9358983,60.66872777,19750.22536,,,,
9552,0.672852,220.3137145,58.49803539,63419.57151,,,,
9553,0.787598,225.8758388,56.67582109,9812.55227,,,,
9554,0.696777,233.0641329,53.38972585,95495.15352,,,,
9555,0.758789,244.4490247,45.72386704,52808.86739,8110.971384,3.438852619,-1.303326586,
9556,0.926758,244.4567859,45.8432992,19159.61511,,,,
9557,0.672852,224.684061,0.675083401,7041.548355,,,,
9558,0.648926,230.7958517,0.504774984,15587.11149,,,,
9559,0.733398,232.5057992,0.636946876,50718.3834,,,,
9560,0.82959,232.5709916,0.435061849,55238.01576,,,,
9561,0.660156,224.4950061,1.272936744,,,,,
9562,0.811523,224.4447475,1.190049273,61511.51515,,,,
9563,0.706543,225.6052963,1.233883342,70658.47564,,,,
9564,0.914062,225.6077797,1.150090431,14285.77603,,,,
9565,0.608398,232.5457888,0.843895862,62135.20648,,,,
9566,0.67627,232.5354564,1.026768715,24321.48424,,,,
9567,0.860352,237.1587186,0.861890157,35662.57151,,,,
9568,0.921875,227.7112001,1.448226648,21519.06612,,,,
9569,0.870117,228.9035683,1.587779743,22348.27524,,,,
9570,0.89502,229.7080177,1.565610997,28290.538,,,,
9571,0.89502,232.2426717,1.298411454,12421.83189,10576.5,4.068309,-1.026348,
9572,0.672852,232.462273,1.429104729,53621.17154,,,,
9573,0.900391,232.4683031,1.314469589,12772.96757,20204.7,6.346942,-9,
9574,0.844238,233.3571228,1.280692625,15419.97358,13751.8,5.41914,-9,
9575,0.736328,234.7980751,1.32504736,6834.570493,,,,
9576,0.954102,235.0251841,1.322098133,26754.64341,,,,
9577,0.800781,235.2636407,1.207045812,7979.893016,11310.6,4.141568,-0.912686,N
9578,0.860352,235.7525384,1.344205781,11362.14578,9066.73675,3.397707799,-1.33111566,
9579,0.926758,237.06969,1.301391654,20756.70159,,,,
9580,0.79834,224.3276287,1.97968305,56345.45606,,,,
9581,0.62793,226.0693061,2.003270855,72855.79676,,,,
9582,0.692871,227.9033219,1.92161817,63490.04003,,,,
9583,0.630859,229.5545837,1.86539175,,,,,
9584,0.631348,229.6363704,1.947500745,,,,,
9585,0.650391,229.5565985,1.844756959,,,,,
9586,0.714844,229.5299548,1.957127167,,,,,
9587,0.859375,230.1903589,1.828507732,15913.37143,,,,
9588,0.918457,230.1403558,1.835118775,9368.051522,,,,
9589,0.675293,231.8185664,1.766589545,7300.002604,,,,
9590,0.812012,233.56888,1.673162906,21855.07787,,,,
9591,0.941406,233.6324822,1.726237294,20914.54008,,,,
9592,0.795898,234.0927885,1.778568273,71764.79502,,,,
9593,0.943848,234.7993548,1.75444113,9803.7802,,,,
9594,0.616699,235.025711,1.647433112,74351.12951,,,,
9595,0.729492,234.9355166,1.706461726,6767.598016,9323.140352,3.307117645,-1.436608513,N
9596,0.925293,235.5490953,1.779431317,29825.04776,,,,
9597,0.935059,236.2569288,1.765499735,14636.28556,,,,
9598,0.882812,236.6635378,1.649437194,8884.208515,10389.1,3.888028,-1.192781,N
9599,0.935547,237.1273207,1.554898434,17353.72655,,,,
9600,0.628418,226.2863753,2.292676236,30143.01226,,,,
9601,0.866211,226.2724867,2.402547278,75864.65801,,,,
9602,0.904297,227.6947447,2.366298742,41422.49824,10518.12996,4.213905329,-1.75276604,
9603,0.871094,228.4649728,2.336227386,42006.53023,,,,
9604,0.651367,229.6220439,2.223736494,8310.257046,,,,
9605,0.791992,229.6533909,2.286482413,7965.200972,,,,
9606,0.873047,229.5121249,2.385196277,8575.907897,,,,
9607,0.705566,229.7409354,2.339776392,24571.12776,,,,
9608,0.725098,229.7002645,2.209549959,8637.14853,,,,
9609,0.843262,229.77486,2.214307968,9055.332344,,,,
9610,0.898926,230.2466538,2.228097183,36890.89775,,,,
9611,0.819824,230.4585852,2.305736809,7254.311153,,,,
9612,0.903809,231.7453584,2.252733976,,,,,
9613,0.825684,232.0881841,2.24491979,,,,,
9614,0.748535,232.5981045,2.163765636,,,,,
9615,0.889648,232.5108291,2.114438105,9622.016424,,,,
9616,0.708984,232.8746229,2.275007281,5845.153689,9126.6,3.366302,-1.78003,N
9617,0.887695,233.6510391,2.111707047,31823.23851,,,,
9618,0.90332,233.6114729,2.107488666,20679.72537,,,,
9619,0.73584,234.2756749,2.174950827,58269.89267,,,,
9620,0.823242,234.2046973,2.060225311,51646.45521,,,,
9621,0.943848,234.673776,2.064225408,31676.40187,,,,
9622,0.852539,232.6187469,2.619595562,22688.69457,,,,
9623,0.895508,232.6475491,2.593884693,17870.83194,30020.9,6.106828,-9,
9624,0.875977,232.7440302,2.648401282,24814.0928,,,,
9625,0.904297,233.0813225,2.539677081,17881.83498,,,,
9626,0.620605,235.5226909,2.499260946,5045.588862,,,,
9627,0.702148,236.4315773,2.456310134,68998.76289,,,,
9628,0.783203,242.8136118,44.06156833,48625.04865,,,,
9629,0.849609,244.2848593,42.73764518,20765.52786,,,,
9630,0.916504,244.4591965,42.69017924,17121.41473,,,,
9631,0.813965,246.5294093,40.57479811,66464.70563,,,,
9632,0.837402,246.5630352,40.64901328,13702.06235,7681.1,4.276054,-1.996164,N
9633,0.697266,247.7523569,39.30013884,7110.513979,,,,
9634,0.908203,247.9727668,39.39941531,34194.19865,,,,
9635,0.924805,249.8676151,37.31589094,14507.89438,,,,
9636,0.907227,250.0290442,36.94353626,29957.2438,,,,
9637,0.762207,250.2022548,36.84393971,8144.605965,8071,1.193212,-3.068812,N
9638,0.73877,250.2732414,36.83685918,7682.214567,,,,
9639,0.624023,250.356206,36.68754342,,,,,
9640,0.71582,250.3384821,36.59509922,,,,,
9641,0.951172,251.7169106,35.18939874,23437.8106,,,,
