B_ID,Confidence,R.A.,Decl.,Distance,T_eff
141,0.767578,38.99916857,0.573755104,61.07873024,-9999
142,0.769531,39.77808831,0.48789408,58.23552567,-9999
143,0.873047,40.27979506,0.563464002,19.32787018,8264.990234
144,0.927734,41.70510809,0.562095617,29.971743,8477.572072
145,0.795898,42.80274796,0.562891938,57.63814563,-9999
146,0.746094,48.09235772,0.583157406,66.2045747,8272.724855
147,0.893066,52.31165919,0.55600492,12.64980993,8377.82087
148,0.612793,61.6228678,0.486764985,8.121233548,8571.885249
149,0.909668,62.20118717,0.444644891,13.85294149,-9999
150,0.817871,63.1835412,0.63149837,42.7196809,-9999
151,0.917969,63.14853319,0.507442243,-9999,-9999
152,0.820801,36.50915576,1.001342694,61.86115153,-9999
153,0.756348,38.71476887,0.92593646,70.91890151,7869.097689
154,0.887207,45.3732562,0.904875334,41.64913633,8551.567483
155,0.84375,56.90821007,1.057161662,31.93140293,8413.862712
156,0.798828,352.0170024,-1.060784481,62.02774603,8115.324712
157,0.855957,0.649023313,-1.132818961,41.88957942,8187.143352
158,0.903809,1.16523629,-1.208424354,14.00760866,8090.047933
159,0.907715,11.55755758,-1.124909026,33.27330952,8215.756238
160,0.837891,18.14304032,-1.201427529,33.58938096,8306.379449
161,0.695312,26.00062017,-1.067063075,41.30379913,7848.505766
162,0.822754,28.04819914,-1.243488689,46.09884029,7394.025432
163,0.955566,31.23422569,-1.079335166,36.06932375,-9999
164,0.67041,66.84805128,-1.038585019,57.60311906,-9999
165,0.825195,66.92320752,-1.182961096,44.11619015,8538.614598
166,0.9375,67.39885113,-1.165321253,23.42847389,8408.691732
167,0.878418,69.69334487,-1.101844277,52.65213668,-9999
168,0.632324,70.20704849,-1.101046142,-9999,-9999
169,0.92627,353.6178724,-0.709086442,26.13617323,8602.344264
170,0.756348,356.0559825,-0.789095419,59.77340553,8719.300191
171,0.880371,0.685629763,-0.739596013,50.03662401,-9999
172,0.904297,6.928027423,-0.775309029,10.88087948,7963.85084
173,0.915527,7.917891367,-0.806831291,34.46053376,8132.32229
174,0.830078,12.21685705,-0.809076793,54.58584027,-9999
175,0.852539,12.24213685,-0.727913535,58.2459858,8094.126255
176,0.924316,19.467924,-0.697735851,31.25863433,8690.106995
177,0.736816,21.28665614,-0.814980562,-9999,-9999
178,0.914551,21.25818372,-0.816193012,32.61579734,-9999
179,0.65625,27.71350706,-0.830948905,82.1277642,8534.706125
180,0.821289,28.34307712,-0.810049226,58.36466539,8701.628208
181,0.650879,28.74975311,-0.689376299,42.53691604,7683.450132
182,0.92334,29.66082203,-0.797177558,34.05712631,8754.053112
183,0.602539,61.7768682,-0.704570178,6.949763087,8239.889037
184,0.923828,66.93801422,-0.669459689,21.12885681,8906.135358
185,0.625977,68.35634612,-0.689480839,50.94857012,7079.483462
186,0.886719,69.77288674,-0.6918606,9.209159608,8273.512882
187,0.623047,70.00638394,-0.679785422,-9999,-9999
188,0.808105,70.00209746,-0.670765663,41.57018909,-9999
189,0.912109,69.95547974,-0.748954399,18.97308708,-9999
190,0.763672,72.28578933,-0.627090072,22.96677417,8248.498406
191,0.837402,72.87861254,-0.661796974,8.708432702,8705.589202
192,0.737305,0.720074883,-0.228406859,65.3777545,8394.06776
193,0.741699,1.625787414,-0.302496586,54.84057504,8460.354601
194,0.745605,1.665995524,-0.393772682,77.36454933,-9999
195,0.788086,5.081661104,-0.194454272,50.2268567,7528.391934
196,0.831543,5.087595595,-0.207431924,7.056315653,-9999
197,0.745605,11.12283224,-0.301222865,63.50588901,-9999
198,0.700195,17.94652443,-0.197110797,5.724743069,8495.969453
199,0.920898,19.17559733,-0.341825421,31.71042042,8596.834194
200,0.881348,20.85487489,-0.29222443,56.332367,8403.363881
201,0.89502,21.69177763,-0.381827849,9.663222957,8424.865721
202,0.6875,31.53079595,-0.310880127,73.08394801,8055.685854
203,0.927734,32.96669767,-0.346425562,40.25408877,8645.996584
204,0.789551,33.97494224,-0.263923131,37.07968192,-9999
205,0.904297,36.2848412,-0.273375359,40.56691667,8620.007373
206,0.838867,40.71293277,-0.216892312,57.87993037,8200.889629
207,0.700195,54.5734968,-0.32209968,31.98659415,7812.501578
208,0.690918,54.90009748,-0.24009437,59.17768884,-9999
209,0.658691,66.2860043,-0.40715304,6.192956079,8303.724479
210,0.910156,68.63745767,-0.277496003,22.48277944,8772.735283
211,0.941895,70.22205638,-0.309719983,27.20094548,-9999
212,0.84375,75.19625279,-0.195792214,53.08013271,-9999
213,0.750977,352.703248,0.03137133,39.78176064,7626.643877
214,0.878418,0.428703762,0.048896855,30.97490621,8023.778573
215,0.912109,2.887482523,0.046207996,15.41814054,-9999
216,0.935059,4.413786462,0.185888537,38.04310886,8529.473876
217,0.802734,16.2861681,0.08363415,63.48278923,-9999
218,0.624023,22.60434556,0.097755747,58.35203413,8287.086266
219,0.930664,27.95537788,0.12225366,20.54007382,8487.923102
220,0.63623,28.3258518,0.153128412,25.41101427,7528.469497
221,0.936035,29.30314764,0.039610937,21.84741206,-9999
222,0.706055,32.93519507,0.021348426,65.31064909,-9999
223,0.807129,41.94278597,0.058982845,12.23015609,-9999
224,0.813965,43.09733425,0.200718894,46.05597705,8272.001477
225,0.866699,54.38648146,0.169988836,46.50118283,8187.816881
226,0.943359,68.22134905,0.049748528,29.9836155,8222.099959
227,0.680176,354.6885282,0.558236127,29.21944752,7836.185125
228,0.943848,359.3746155,0.495739163,25.6258335,8709.344684
229,0.861816,0.9452508,0.635815067,13.28911317,8419.587933
230,0.691406,2.685096445,0.562310744,79.52652392,7697.806178
231,0.852051,4.667212673,0.64236027,10.60439753,8295.127693
232,0.949707,4.65035479,0.530832816,20.43177042,-9999
233,0.915527,9.147736843,0.526813198,24.46019979,8347.035726
234,0.710449,26.69904615,0.482327653,66.88057527,-9999
235,0.913574,26.69904989,0.504545695,30.38701218,8442.843641
236,0.866699,31.16925609,0.513758622,55.07366772,8358.680779
237,0.88623,31.15000791,0.472737987,51.50080293,8374.106393
238,0.893555,32.06887033,0.586213805,37.90198889,8536.023464
239,0.816895,32.71721776,0.631931332,13.23305142,7492.328406
240,0.602051,32.89755647,0.501598179,54.16016765,8229.475685
241,0.855469,32.81820122,0.524478215,35.3464661,7887.343217
242,0.64502,45.75853607,0.448766382,79.78697504,-9999
243,0.83252,50.79424522,0.496268095,62.26414087,8020.43855
244,0.941895,50.86871306,0.592211606,21.01435187,8398.603303
245,0.706055,64.98346069,0.599482059,11.74048397,-9999
246,0.713379,71.17381218,0.491138874,62.55326747,7395.551991
247,0.631836,71.34315735,0.636529716,9.8516279,8464.017754
248,0.861328,72.34521765,0.596564303,10.69399557,8666.549236
249,0.80957,76.5589424,0.609194253,20.71800817,8677.103811
250,0.816406,353.9454095,0.881849587,5.365225746,8346.344753
251,0.871094,354.2251421,0.859780811,28.67384941,8747.669578
252,0.867676,10.83540556,1.02416486,38.16102225,8762.025247
253,0.870605,10.94075976,0.930417088,38.53807344,-9999
254,0.761719,15.66983948,0.923846339,5.859195647,8580.930428
255,0.810547,20.43413388,0.971068792,59.17659876,-9999
256,0.876953,23.88387656,0.958071308,10.27803282,8480.507005
257,0.905762,23.93102011,0.897097977,36.6717808,8910.759337
258,0.806152,26.865473,1.010132743,50.31760946,8609.867727
259,0.782227,29.69102266,0.892920731,71.01825549,8427.037708
260,0.703613,68.05653821,0.914442848,10.57708513,7848.69941
261,0.922852,67.97849446,0.926214451,30.39834923,8409.378821
262,0.861328,72.06909468,1.021913427,8.755158242,-9999
263,0.671387,72.32628026,0.91818489,13.31839834,7292.593032
264,0.782227,72.34044485,0.878564255,33.61274649,8737.073415
265,0.850098,72.87992952,1.007478174,39.40270162,8495.197936
266,0.86084,72.86669381,0.884987519,40.78833711,-9999
267,0.703613,52.35489127,-1.17178979,66.37369571,8472.742523
268,0.709961,66.94130036,-1.189305052,46.28006924,-9999
269,0.678711,76.26850125,-1.235050693,8.505542128,8605.828508
270,0.600586,78.69503558,-1.12147746,53.88402141,-9999
271,0.91748,78.76177056,-1.095973115,17.62917545,8859.718187
272,0.62207,81.31722112,-1.134108118,6.60170327,8509.268101
273,0.712402,81.37483875,-1.134120865,49.31669906,-9999
274,0.661621,82.22237154,-1.145679981,30.95508494,8418.829646
275,0.688965,87.70109326,-1.110767953,33.20396902,-9999
276,0.721191,91.07560499,-1.132749108,10.42039064,-9999
277,0.714844,92.18449164,-1.055070188,32.28523857,-9999
278,0.620605,92.59784261,-1.099450162,13.72720123,-9999
279,0.686523,94.76435682,-1.224504567,28.10774469,-9999
280,0.717773,97.68505086,-1.130977872,14.94596635,-9999
281,0.837402,97.71485812,-1.185997872,4.069340212,-9999
282,0.93457,56.11789858,-0.637262793,-9999,-9999
283,0.878906,66.86280571,-0.773891807,48.34994674,-9999
284,0.930176,77.50333315,-0.722477564,19.09290449,8348.371263
285,0.742676,80.92253409,-0.69449391,29.66415625,8414.751121
286,0.922852,81.09267464,-0.796800042,11.57342762,-9999
287,0.65625,83.89361566,-0.627493119,36.05636986,-9999
288,0.78418,83.97323652,-0.667959639,35.4414923,-9999
289,0.612305,84.47195402,-0.824115726,4.997536791,-9999
290,0.665527,84.38197348,-0.69167003,35.94976038,-9999
291,0.68457,84.73979719,-0.787644427,39.88687388,-9999
292,0.820801,84.79179491,-0.764662613,19.92177359,8797.772473
293,0.960449,84.74098139,-0.662819916,10.2328828,-9999
294,0.734863,88.69312005,-0.719260374,30.73816942,-9999
295,0.743164,89.68950004,-0.737476867,5.214924197,-9999
296,0.753906,92.29285434,-0.801617017,-9999,-9999
297,0.634766,93.11285251,-0.746104045,-9999,-9999
298,0.653809,93.35875065,-0.764182543,5.373385512,-9999
299,0.791016,93.89606774,-0.697459776,10.54377185,-9999
300,0.618652,94.0902922,-0.772538507,9.731773668,-9999
301,0.751465,94.44202643,-0.827746655,27.6126444,-9999
302,0.801758,94.92248805,-0.768094024,25.44532487,-9999
303,0.62793,96.00757306,-0.821032492,5.089533766,-9999
304,0.900391,96.05188234,-0.842602788,18.44199925,-9999
305,0.791016,98.311365,-0.777400251,5.575527985,-9999
306,0.686035,49.12484021,-0.32697251,62.35165709,8018.607879
307,0.670898,50.07864108,-0.41520671,67.36091844,8341.165872
308,0.778809,55.68815877,-0.305547597,58.03874328,8582.516765
309,0.733887,78.29065382,-0.205572771,4.795655747,-9999
310,0.820801,81.63826107,-0.400587198,11.35884047,8607.966478
311,0.92041,82.1720591,-0.394379798,10.8546044,-9999
312,0.845703,89.21223324,-0.402837506,15.92802762,-9999
313,0.818359,91.56363992,-0.295384999,29.16244952,-9999
314,0.845703,91.8005172,-0.293552141,7.940941562,-9999
315,0.723633,91.83889726,-0.236040913,6.947235164,-9999
316,0.745117,91.97672255,-0.416960271,30.21732391,-9999
317,0.68457,93.17338813,-0.382932945,7.890999212,-9999
318,0.618652,93.44974318,-0.328839596,7.248430848,8258.143601
319,0.60498,93.54717995,-0.22335418,-9999,-9999
320,0.88623,94.61209783,-0.416833294,-9999,-9999
321,0.754395,96.47356644,-0.340219245,17.4495407,-9999
322,0.70166,97.97432609,-0.320350158,1.422309137,-9999
323,0.908203,97.99367729,-0.216096088,6.2248659,-9999
324,0.668457,43.95266964,0.137677091,55.97034708,-9999
325,0.705078,48.24980983,0.102691343,-9999,-9999
326,0.828125,68.50660081,0.074604988,8.108901033,8348.726866
327,0.871582,68.56147821,0.055459637,13.39146221,7972.606079
328,0.73584,70.33291692,0.059767234,-9999,-9999
329,0.627441,75.55709258,0.098497606,68.83384032,-9999
330,0.719238,77.33541385,0.145895024,5.912103113,-9999
331,0.856934,77.38468336,0.02711656,21.83433654,-9999
332,0.768555,81.49051941,0.083489034,9.314724192,8290.60307
333,0.709473,81.77600029,0.037497,9.089081549,7804.976042
334,0.897461,83.98028929,0.02785116,8.697651455,-9999
335,0.772461,89.61725612,0.099082884,24.41360986,-9999
336,0.747559,91.52490902,0.11910178,35.70392816,-9999
337,0.875977,93.0258601,0.122716622,15.7649283,-9999
338,0.789551,93.25637124,0.007861652,7.825101869,-9999
339,0.681152,93.63457582,0.171202442,43.33691578,-9999
340,0.69043,94.56915635,0.144214879,6.578304917,-9999
341,0.624023,94.69892711,-0.006896053,9.520593006,-9999
342,0.791504,94.81878544,0.198184815,13.95661184,-9999
343,0.70752,94.91160474,0.066092951,-9999,-9999
344,0.719727,95.04729975,-0.010709971,41.69193001,-9999
345,0.816895,95.58572953,0.183199779,23.07682199,-9999
346,0.659668,95.80874306,0.098733258,4.483632412,-9999
347,0.645508,96.07585104,0.043928917,11.28802597,-9999
348,0.823242,96.53080828,0.146483412,-9999,-9999
349,0.646973,98.01529746,0.133927086,-9999,-9999
350,0.710449,98.45740622,0.202851893,10.49682604,-9999
351,0.720703,48.09217525,0.58287002,66.2045747,8272.724855
352,0.734863,53.6296136,0.523670181,-9999,-9999
353,0.857422,62.52854591,0.51395811,38.20058379,-9999
354,0.890625,70.4579168,0.427323252,28.35672033,8330.434754
355,0.853027,78.71501774,0.45488799,46.5566797,-9999
356,0.859863,78.66302442,0.628193641,46.79118026,-9999
357,0.78125,82.39212423,0.50011895,29.45886431,-9999
358,0.907715,82.55686597,0.472911295,23.56720068,7843.931471
359,0.786133,87.54369107,0.609475578,-9999,-9999
360,0.825195,90.9702405,0.477241859,28.60869186,-9999
361,0.929688,91.0616183,0.527938514,9.637668853,-9999
362,0.86084,91.47691419,0.449022256,10.72017809,-9999
363,0.868164,91.82661279,0.579079438,12.16298021,-9999
364,0.770508,92.31018385,0.471822937,4.537785886,-9999
365,0.787109,92.90368208,0.602253234,19.27498284,-9999
366,0.606445,94.21846684,0.450092432,5.917741632,-9999
367,0.622559,94.24365456,0.44700148,6.336566544,-9999
368,0.644531,94.50985488,0.572475343,-9999,-9999
369,0.810547,94.8266612,0.511534117,4.518434593,-9999
370,0.832031,95.07960174,0.567224437,19.79265251,-9999
371,0.805176,95.75417679,0.607508731,14.14373139,-9999
372,0.675293,96.58412242,0.618300816,20.2607725,-9999
373,0.618652,53.75640051,1.004875295,65.47236065,-9999
374,0.882324,65.95663004,0.850875952,9.928462504,7967.693448
375,0.64209,66.76508891,0.913990096,3.565824791,-9999
376,0.798828,77.48360177,0.849751214,21.70620998,8299.982879
377,0.739746,79.2279196,0.911955561,8.056010062,8317.177157
378,0.647949,81.01388544,0.838701859,4.630586486,-9999
379,0.813477,82.70093591,0.875670636,10.16417187,-9999
380,0.837402,83.10302478,0.933492363,17.49862805,-9999
381,0.901367,83.41117409,0.911446413,9.35229075,8203.881731
382,0.768066,85.65840184,0.984414318,8.113757059,8575.941904
383,0.864746,85.60571186,0.885254503,10.59219579,8893.972488
384,0.902344,87.21743873,1.010880303,4.147534431,-9999
385,0.92041,90.81225933,0.945741074,18.16067557,-9999
386,0.811523,92.37532345,1.011937722,7.895652025,-9999
387,0.775391,92.62611996,0.849022048,21.00719177,-9999
388,0.826172,93.13416269,0.962709956,19.23782634,-9999
389,0.763672,93.92630064,0.882638557,5.377296701,-9999
390,0.717773,94.36313351,0.922626157,-9999,-9999
391,0.743164,94.32178719,0.989315009,-9999,-9999
392,0.674316,98.22148613,0.830409952,7.591122503,-9999
393,0.655273,18.06613885,-1.258168729,48.02772331,-9999
394,0.925293,20.65692409,-1.091391437,12.42790715,8434.817654
395,0.635254,32.0448801,-1.194451534,51.57034063,7445.946241
396,0.691895,27.86925354,-0.826277002,10.05986146,8165.137527
397,0.84082,28.92092033,-0.801553851,60.40153839,8708.751164
398,0.684082,29.85572723,-0.745933095,70.81838198,-9999
399,0.635254,30.58203145,-0.240946042,68.01207107,7648.16724
400,0.717773,17.06346567,0.119047847,41.33405376,7292.474791
401,0.90625,17.01708416,0.077910834,20.58818206,8379.621706
402,0.759277,28.56877902,0.184783343,38.82469029,8124.810705
403,0.92334,31.26022218,0.096319163,47.4309693,8086.182409
404,0.885742,31.45178895,0.029004473,27.37562228,7074.403871
405,0.749512,15.29783089,0.446440299,64.22823682,-9999
406,0.665527,25.62727353,0.583832144,67.79630113,-9999
407,0.847168,28.76550337,0.433942764,58.4160248,7930.866291
408,0.633301,30.77826487,0.420318784,73.93907277,8122.077344
409,0.918945,30.81938612,0.520402386,40.09313349,8108.44183
410,0.773926,33.4395545,0.423337309,56.20565328,8044.53748
411,0.821289,36.89148098,0.437546034,47.00088115,8100.731037
412,0.778809,21.37196118,1.041919921,47.45609514,-9999
413,0.757812,23.93079386,0.938654258,50.81758239,8080.368264
414,0.639648,46.44680618,0.952205734,67.59428834,7199.95958
415,0.682129,20.70260188,-0.900206016,-9999,-9999
416,0.871582,34.28754501,-0.914083375,17.11370336,8139.516973
417,0.67334,34.57978998,-0.91953431,68.91313384,8293.746758
418,0.822754,38.36369135,-0.913516719,10.88082937,-9999
419,0.87793,44.23150619,-0.961021207,22.37051591,8083.799196
420,0.649414,58.57211756,-0.913359959,43.09511064,-9999
421,0.90625,58.48990529,-0.961586732,15.87245118,8829.308484
422,0.629395,67.87251073,-1.000216958,7.064541814,-9999
423,0.841309,69.50621066,-0.889718287,33.87770641,8722.752263
424,0.782227,73.82193038,-0.878598902,63.36479002,-9999
425,0.802246,20.0952555,-0.583067114,66.03406,-9999
426,0.904785,27.56604549,-0.431287362,42.51850639,-9999
427,0.891602,30.07279278,-0.596817076,46.65025263,8714.783464
428,0.777832,33.92541666,-0.447429554,10.67593694,8365.188515
429,0.936523,34.36921524,-0.599016979,30.50829942,8238.715989
430,0.722168,35.58488437,-0.392312555,-9999,-9999
431,0.679688,35.92202222,-0.563697979,68.72298264,8004.149053
432,0.839844,42.14653982,-0.476921024,50.92440929,8296.319443
433,0.789551,44.44692994,-0.460270097,68.17262235,7550.626975
434,0.759277,52.58887805,-0.473033226,53.65151624,7845.123163
435,0.914062,74.87264827,-0.545846372,24.44792474,-9999
436,0.697266,80.36871629,-0.573169373,12.92748373,8396.851198
437,0.900879,20.45091577,-0.181384646,12.11300789,-9999
438,0.914551,34.78137085,-0.059139071,33.65952632,6945.366435
439,0.689941,52.56066342,-0.130596177,53.37231002,8047.076344
440,0.917969,52.49823136,-0.125558425,42.58199455,-9999
441,0.762695,68.22881022,-0.078728612,10.37456748,8784.514764
442,0.893555,70.45233177,-0.126640683,27.71851758,8061.153302
443,0.620117,74.0300822,-0.093473887,57.80028768,8132.346368
444,0.736816,74.07240074,-0.091491063,55.65369454,-9999
445,0.792969,74.09669526,-0.133277485,51.10718964,-9999
446,0.921387,78.09249081,-0.113275996,26.88722615,-9999
447,0.825195,78.57918088,0.013644551,38.62637923,-9999
448,0.861816,22.6058776,0.359125319,47.58433452,7701.495989
449,0.773438,31.33836008,0.293802866,39.85290647,7746.718459
450,0.838867,32.80057648,0.296267599,55.73268932,8416.496845
451,0.791992,34.07559466,0.267443996,45.46089693,8476.497432
452,0.878418,40.2677661,0.386563752,44.28472988,-9999
453,0.731934,54.51830025,0.461346215,53.13907619,-9999
454,0.921875,64.15963768,0.405228963,28.76563729,8326.801163
455,0.907227,65.75731665,0.331831091,20.63345713,8262.820652
456,0.851562,69.24903237,0.369734923,39.46935234,-9999
457,0.936523,69.34279033,0.350809227,25.75040121,8418.913641
