B_ID,Confidence,R.A.,Decl.,Distance,T_eff
15167,0.79834,184.5615522,9.002024325,73.15297621,8588.457103
15168,0.845703,187.8672719,9.007207317,24.38248693,8203.566484
15169,0.828613,188.5408823,9.053116308,49.51536674,8205.479652
15170,0.867188,188.5101674,9.087124761,54.32228128,8422.991716
15171,0.799316,189.9561832,9.036666429,49.16839139,-9999
15172,0.85791,166.3156889,8.890133081,44.21177997,-9999
15173,0.916992,170.2796462,9.22039814,31.39438646,8783.750275
15174,0.904297,171.8353524,9.106423475,65.76820668,-9999
15175,0.928711,174.8139594,9.350537209,29.54812993,8306.4082
15176,0.90332,180.4796408,9.383164113,36.34912827,8547.405336
15177,0.82959,180.9704345,9.375893245,60.49228645,7659.143038
15178,0.60498,183.9630237,9.440143667,70.82947129,-9999
15179,0.821777,187.8427951,9.556079611,19.40966322,7765.683574
15180,0.836914,194.8075619,9.420483099,43.308785,7714.36545
15181,0.8125,163.5676707,9.17830638,43.50528319,7741.676227
15182,0.913574,165.6180085,9.420996518,43.00213319,8582.990253
15183,0.735352,168.5693619,9.603107402,86.41238661,8271.189631
15184,0.805664,168.6976105,9.443873957,36.92240655,8089.817989
15185,0.809082,173.6696665,9.696462418,45.1701986,-9999
15186,0.606445,176.1471992,9.741685177,9.091383962,7382.883732
15187,0.86377,179.8761557,9.949567549,29.15009671,-9999
15188,0.901367,187.9244767,9.977357437,24.543359,8141.452321
15189,0.701172,192.224352,9.841685303,11.62160205,8293.942617
15190,0.856445,192.1605465,9.865409461,17.78025561,8580.506625
15191,0.858398,193.7498376,9.704670935,27.24846237,7807.662927
15192,0.829102,194.6870111,9.787357519,8.972304414,8877.726625
15193,0.629883,195.8136689,9.751775772,33.75934408,7574.546156
15194,0.794922,175.5180001,10.29090237,28.01379847,7724.887327
15195,0.911621,175.4071716,10.1314695,28.60737441,-9999
15196,0.892578,179.3025054,10.3224107,31.41998693,8703.654696
15197,0.944824,185.4870158,10.35750223,19.36181205,8506.327438
15198,0.793945,187.483231,10.4064444,29.0762236,7876.98395
15199,0.940918,188.9081231,10.27027722,19.54645482,-9999
15200,0.943848,190.8125642,10.30841473,17.94196479,8607.587743
15201,0.84375,195.010182,10.20741501,36.69593856,8401.831954
15202,0.603516,195.6041414,10.09524511,34.89265368,7652.166583
15203,0.878906,195.4756098,10.17322442,17.36145024,8129.472395
15204,0.944824,163.9639887,10.15465471,36.93158953,-9999
15205,0.605957,170.5314906,10.34939113,7.76011219,8698.037812
15206,0.83252,170.5195137,10.52691992,61.96607667,-9999
15207,0.717285,172.4147284,10.54050519,-9999,-9999
15208,0.662598,172.8346036,10.56509386,67.51153771,8017.427022
15209,0.900391,182.828086,10.63745887,32.90576562,8793.188335
15210,0.702148,185.3701317,10.72641881,6.299295767,8661.716704
15211,0.940918,186.3543865,10.77150564,24.16395398,8183.651849
15212,0.92041,186.7997427,10.77632366,17.05430399,8095.47162
15213,0.878906,189.7462809,10.60894035,47.42681936,7956.230226
15214,0.937988,189.9391809,10.78854202,18.65537571,-9999
15215,0.909668,191.6943695,10.74581329,30.41263152,8575.175457
15216,0.754883,192.5265312,10.60299884,37.84791851,7792.652148
15217,0.919434,164.6937161,10.52977664,37.58200967,-9999
15218,0.623047,169.7530747,10.70975609,5.75265064,8426.466849
15219,0.711426,169.767623,10.78754323,83.01183229,8037.306631
15220,0.847656,173.5567187,10.9131625,10.78067615,8756.444957
15221,0.891602,174.0493794,11.03553753,37.53651941,-9999
15222,0.856445,174.9080871,11.05924475,60.36483252,-9999
15223,0.921875,174.9386531,11.08989688,16.41269882,8848.783994
15224,0.925293,176.467541,11.0794648,31.21777887,8278.763683
15225,0.703125,180.9149881,11.08870904,62.2518124,8226.239361
15226,0.759277,183.6905162,11.22066398,41.37499935,8553.728277
15227,0.861816,188.4551802,11.18638004,17.90671824,8107.049435
15228,0.878418,131.0189313,31.49013058,59.4377006,-9999
15229,0.924805,132.4697528,32.49681398,16.74672929,8624.028181
15230,0.936523,138.8331577,36.03580265,25.90096828,8412.393618
15231,0.804688,141.3968818,37.24601671,47.72214984,8085.761936
15232,0.878418,144.0369921,38.36710162,23.6982349,-9999
15233,0.720703,171.566573,45.69886637,35.79727763,-9999
15234,0.786133,171.7452281,45.86489239,8.929435406,8519.226539
15235,0.876953,177.9153226,46.27006193,10.04315118,8766.430366
15236,0.848145,183.7914843,46.45432054,21.36672694,7714.996733
15237,0.883789,183.7676004,46.60342553,13.25555756,8746.359036
15238,0.831543,123.1144664,26.54073894,9.683358261,8291.801043
15239,0.869141,124.0120928,27.08592256,26.40973236,7676.857907
15240,0.722656,134.4375268,33.97914393,65.7872905,8817.262429
15241,0.760254,134.4838676,34.06486736,43.17953887,7465.348591
15242,0.885254,141.7937918,37.80527669,40.4277899,8547.491142
15243,0.702637,145.4130517,39.3699421,6.535487675,8882.465679
15244,0.621094,148.9835094,40.83110197,-9999,-9999
15245,0.881348,156.0876496,43.12438283,31.12418586,8303.695171
15246,0.901367,156.0686648,43.09530895,27.59344977,-9999
15247,0.870605,160.3259016,44.18330457,50.51333005,-9999
15248,0.933594,168.0261679,45.70236391,36.65270235,8699.363539
15249,0.898438,174.2119971,46.49537078,12.16942336,-9999
15250,0.69873,179.0105403,46.74636079,7.042680718,8607.512836
15251,0.9375,181.6319548,46.91048447,17.59786574,-9999
15252,0.745605,183.7975986,46.87484843,59.842813,8553.31882
15253,0.900879,183.7945206,47.00308669,39.93944265,-9999
15254,0.798828,185.4104472,46.96722215,48.52192252,8674.117148
15255,0.896973,185.3574967,47.07311384,-9999,-9999
15256,0.788086,122.7160017,26.87561106,18.41814976,7695.232782
15257,0.73877,127.7425021,30.41181876,66.85747952,7160.374497
15258,0.922852,133.618875,34.1985709,19.64698891,-9999
15259,0.75,138.3752585,36.82284533,6.709497571,8521.002802
15260,0.650879,143.9955537,39.28769849,51.17666723,8459.232463
15261,0.947754,143.963405,39.38970336,18.48723663,8707.9751
15262,0.85791,147.9276513,40.88124364,50.56150587,8690.795193
15263,0.936523,166.9069101,45.87638673,25.37733426,8841.954261
15264,0.921875,179.1098336,47.23493434,11.91823652,8764.275253
15265,0.937012,180.3382112,47.35007205,27.83453689,-9999
15266,0.648438,184.6834414,47.29210845,-9999,-9999
15267,0.871094,186.4965652,47.35832138,10.21503832,8118.170244
15268,0.871582,122.098626,26.76922174,22.55059473,7990.516953
15269,0.83252,122.2912637,26.91893818,10.81015696,7429.692105
15270,0.936523,123.1831882,27.72674616,38.39759292,6699.052991
15271,0.918945,123.4289346,27.84317388,11.07893463,-9999
15272,0.890137,127.5403777,30.82104244,12.15295808,8178.843439
15273,0.922852,132.658609,34.01975954,16.95446148,8795.312443
15274,0.919434,134.9570379,35.39804327,9.945348361,8878.512168
15275,0.647949,138.7226618,37.31684506,66.75164919,8784.492835
15276,0.660156,140.5753561,38.19766703,79.02454428,-9999
15277,0.836426,145.2217788,40.23245179,41.79285113,-9999
15278,0.76416,146.4093136,40.73902093,56.18883142,8303.402055
15279,0.833496,146.7665419,40.96485681,58.86321788,8577.396764
15280,0.946777,159.5895827,44.83264714,23.31503115,-9999
15281,0.898438,164.1752072,45.83701564,42.33777202,8310.272827
15282,0.949219,176.0444585,47.48191459,14.7852952,8252.423637
15283,0.918457,178.9801146,47.7475986,32.09548923,8581.476133
15284,0.856934,118.8251524,24.91813419,50.29305301,-9999
15285,0.742676,118.9427781,24.88073309,50.34542368,8542.255921
15286,0.665527,121.1085752,26.7196748,55.11680062,8024.105768
15287,0.672363,121.2230178,26.64092519,56.7863559,-9999
15288,0.720215,121.186835,26.66842781,50.95912943,-9999
15289,0.926758,121.8593319,27.11100576,15.18385333,7993.568464
15290,0.744141,122.7472543,27.79685989,23.26376488,7291.817752
15291,0.911133,125.1834049,29.76808837,24.56733229,-9999
15292,0.675781,131.0091087,33.71903591,-9999,-9999
15293,0.84668,133.3619469,35.04774693,37.42880832,7529.656016
15294,0.92627,133.3704858,34.92086357,39.34793996,7754.898006
15295,0.70752,133.565153,35.19870449,69.4119108,7790.792971
15296,0.813965,135.0761526,35.8479365,14.53817861,7979.988029
15297,0.824219,141.4521207,39.07511582,7.612442058,8755.478593
15298,0.92627,146.0183891,41.09822212,21.74442861,8366.583841
15299,0.861816,149.5137608,42.45273987,44.01128005,-9999
15300,0.879883,149.3230413,42.42143714,15.03612751,8329.274401
15301,0.950195,152.0257528,43.17248594,21.35472583,8432.27372
15302,0.728516,152.3379362,43.41202671,7.851452362,8305.01263
15303,0.86084,152.3902012,43.33235034,59.02771884,-9999
15304,0.962891,152.9913318,43.65539628,33.39565763,8442.404821
15305,0.795898,156.0293932,44.36346129,58.68133696,-9999
15306,0.938965,156.1177411,44.54399285,21.05658802,8231.290185
15307,0.742188,158.9905378,45.3157897,8.085074015,7592.745413
15308,0.795898,181.263712,48.07387475,8.75221545,8631.544198
15309,0.859375,120.7781717,26.83256724,22.81917821,8082.163004
15310,0.897949,124.7687116,29.86702681,15.88261469,7846.64677
15311,0.754883,136.6277231,37.24991052,70.10225689,8177.027127
15312,0.929688,137.6308088,37.75435132,20.52513395,-9999
15313,0.637695,146.7667555,41.88474211,89.87067426,-9999
15314,0.653809,157.7420325,45.24910604,50.57501264,7453.34708
15315,0.932129,162.7047233,46.46249035,12.63257834,-9999
15316,0.855469,171.3297764,47.76631918,47.19565307,8183.993473
15317,0.72168,174.132629,48.13327604,66.36024794,-9999
15318,0.770508,176.5819276,48.24761664,27.9936804,-9999
15319,0.952148,178.4943105,48.52154069,18.18310305,8866.06726
15320,0.838867,183.9648393,48.56424553,44.73670564,-9999
15321,0.894043,183.8751914,48.59060473,10.92737884,8479.677059
15322,0.710938,121.2583956,4.36099387,14.32478129,8046.234239
15323,0.911133,124.8796134,5.025675276,20.37971001,8388.43472
15324,0.702637,137.6879314,7.381940504,11.16960976,7708.691943
15325,0.732422,164.693696,10.53008623,37.58200967,-9999
15326,0.819824,166.6309218,10.73352242,33.06465534,8061.120939
15327,0.689453,119.8211482,4.618058572,56.30539376,-9999
15328,0.841797,122.4709754,4.997445044,12.17413182,8423.619891
15329,0.89502,122.371439,5.057267912,10.95029956,-9999
15330,0.847168,123.7185904,5.314417506,7.095941068,8714.326081
15331,0.656738,125.7999843,5.772151716,63.63528595,-9999
15332,0.768066,131.6169353,6.759050921,70.29946178,-9999
15333,0.914062,131.4809042,6.835587393,46.27261037,-9999
15334,0.676758,136.1067427,7.615138669,12.37707436,7652.940906
15335,0.699219,137.7179544,7.826308847,41.92354511,-9999
15336,0.708496,137.8498794,7.79173463,80.99160399,-9999
15337,0.868652,156.2704524,10.33437175,43.32933263,8419.550799
15338,0.92334,157.1457685,10.32209949,14.95546773,-9999
15339,0.947266,160.0400684,10.52180933,19.52495313,8581.570829
15340,0.914062,120.9180175,5.152497722,11.4547074,8433.961362
15341,0.897949,122.5731402,5.619848541,13.80854756,8025.169346
15342,0.60498,146.2574346,9.474177246,66.59597782,7507.669214
15343,0.945801,146.354871,9.560801972,22.33911686,8799.073697
15344,0.924316,153.6613484,10.3686225,16.16746763,8377.088457
15345,0.935059,155.8786604,10.7341226,16.69890523,8494.662323
15346,0.924805,156.1471953,10.67412235,36.828667,8372.300091
15347,0.789551,158.6317421,10.83090696,6.582699045,8720.410808
15348,0.922852,158.7102959,10.87435866,31.17324408,-9999
15349,0.849609,159.0799933,10.85726243,38.01123673,8414.456918
15350,0.90918,121.0955671,5.58633291,22.86325183,8243.601338
15351,0.843262,128.5513774,7.202957299,5.289200131,-9999
15352,0.913574,128.6456687,7.194262124,31.77239843,8759.71724
15353,0.811523,132.9770484,7.927909859,53.49928773,-9999
15354,0.80127,133.6075567,7.978509393,21.34823624,7506.093019
15355,0.834961,133.574414,8.043515126,58.57415067,8473.706711
15356,0.909668,135.5466475,8.358641528,44.23438566,8719.626926
15357,0.753418,142.5323444,9.318029266,7.373437443,8891.395099
15358,0.881348,147.448512,10.03012294,27.40576946,-9999
15359,0.945312,150.2513992,10.36820253,16.84434004,8544.885086
15360,0.645508,152.9380202,10.76003182,66.99956762,7406.560473
15361,0.899902,152.8641089,10.69105838,37.71360082,8443.683962
15362,0.615234,157.2353738,11.26000159,59.88444101,8253.133895
15363,0.923828,157.2289842,11.09730088,8.680804988,-9999
15364,0.893066,159.6621831,11.51906657,52.69240243,-9999
15365,0.900391,165.5547766,11.93016019,37.42381004,8476.817806
15366,0.851074,166.0355997,11.9634705,27.689429,8154.278272
15367,0.819824,122.2750179,6.411626131,50.66429456,-9999
15368,0.901855,122.887395,6.453930727,14.66283677,-9999
15369,0.933105,124.0411121,6.62474,18.26122889,-9999
15370,0.888184,124.5385419,6.844337851,14.1579378,8414.03577
15371,0.873535,130.1389539,7.84586394,33.18363823,-9999
15372,0.885742,131.2353034,7.896417252,16.86630696,8094.508578
15373,0.88623,139.0400973,9.281361144,-9999,-9999
15374,0.682617,156.3359602,11.61436326,8.189322986,-9999
15375,0.952148,161.1983862,12.01270052,28.48498532,-9999
15376,0.875977,161.8187384,12.10718793,21.38464278,8293.294599
15377,0.855957,162.2280489,12.00609702,39.68332008,8432.912701
15378,0.82373,165.5092366,12.41435864,23.16775757,7873.825094
15379,0.836426,119.4185875,6.263349412,42.02986548,7981.198356
15380,0.90332,121.8060465,6.708470152,20.30673026,8419.227785
15381,0.935547,122.8730164,6.817013522,18.69932802,8328.663205
15382,0.932129,124.1908014,7.110701111,13.24957659,8762.79008
15383,0.704102,124.29942,7.118657844,62.75350678,8404.383057
15384,0.955078,126.6187321,7.574457041,12.9217103,8714.79472
15385,0.748535,127.0200845,7.629374644,5.734109737,-9999
15386,0.893555,126.9494275,7.694567008,14.29144032,8298.262017
15387,0.794922,133.6032215,8.837540623,5.946644822,-9999
15388,0.833496,133.6701383,8.901694948,39.227443,-9999
15389,0.864258,138.5047728,9.573420369,55.59682618,7855.847574
15390,0.881836,140.5941588,9.930846027,52.2016223,7151.059475
15391,0.893066,145.0231768,10.49643599,7.043718643,8780.321443
15392,0.776855,146.1767813,10.7661652,62.42147116,-9999
15393,0.839355,146.6138984,10.89531725,40.7230221,7939.859919
15394,0.897949,146.494739,10.87010598,14.56310564,8566.646949
15395,0.919434,154.7681727,11.88861084,13.1218177,8430.043167
15396,0.900879,156.2754514,12.00614547,24.30524482,-9999
15397,0.911621,156.2557478,11.92721929,13.72195529,8640.747518
15398,0.945312,156.705618,12.04102447,27.7563273,8875.176997
15399,0.936523,163.8316247,12.64504579,10.44753898,-9999
15400,0.91748,165.7896344,12.78173182,43.78385532,7710.409558
15401,0.848633,66.43693738,32.58983194,-9999,-9999
15402,0.705566,66.37645449,32.72398125,24.04717146,-9999
15403,0.818848,66.44672292,33.21279746,25.04920806,-9999
15404,0.910156,66.29802057,33.85862469,-9999,-9999
15405,0.901367,65.89287166,29.03525722,15.02643649,-9999
15406,0.906738,65.94757194,32.92060745,17.89039791,-9999
15407,0.681641,65.87238974,33.28857071,5.529348968,-9999
15408,0.692871,65.92130839,33.20348969,16.63213495,8414.658012
15409,0.623535,65.81075564,33.93384491,9.10948867,-9999
15410,0.867676,65.50390842,22.78142493,24.98135552,8649.102546
15411,0.660156,65.4412256,22.98516479,4.398757294,-9999
15412,0.603027,65.53215383,24.09143173,9.533711377,-9999
15413,0.86084,65.38142011,29.29285823,5.418112271,-9999
15414,0.89502,65.39913852,29.61366837,7.394281838,-9999
15415,0.663574,65.36666367,30.03662787,4.487743226,-9999
15416,0.686035,65.40156185,30.90281647,22.61080372,-9999
15417,0.751953,65.44559933,33.59479145,5.895355515,8493.841628
15418,0.873535,65.35835484,34.03222474,20.22590672,-9999
15419,0.820312,64.99236311,23.02569888,15.1439093,7889.968855
15420,0.819336,64.96603427,29.16374266,-9999,-9999
15421,0.915527,64.98728104,29.44113602,8.770129374,-9999
15422,0.616211,64.37016415,25.79776205,11.71790574,-9999
15423,0.833984,64.46770488,25.715165,23.17341291,-9999
15424,0.871582,64.44161806,26.31616044,9.981596275,-9999
15425,0.779785,64.51601527,26.57430166,-9999,-9999
15426,0.815918,64.09430632,22.99324875,3.695881176,-9999
15427,0.756836,64.10061167,24.57938167,5.917114865,-9999
15428,0.864746,63.90897492,26.55880115,28.95756234,-9999
15429,0.837402,64.00883747,26.60360486,25.7748413,-9999
15430,0.708496,62.34358241,24.42119513,34.96986856,8785.860853
15431,0.61084,63.08631878,24.51318241,4.193435814,-9999
15432,0.947266,69.6004527,24.40493864,4.722217649,-9999
15433,0.875,71.96599789,24.33159205,12.57036823,-9999
15434,0.902832,72.2909821,24.39345581,4.815662031,-9999
15435,0.803711,73.89921072,24.66783541,25.20600395,-9999
15436,0.754883,74.8100567,24.68652245,17.1296307,-9999
15437,0.909668,65.84637663,25.26726594,11.23414435,-9999
15438,0.874512,64.20811848,25.77588507,40.91702034,-9999
15439,0.930664,64.37025742,25.79735909,11.71790574,-9999
15440,0.819824,65.27746117,25.78190504,3.555428915,-9999
15441,0.825684,69.24770561,25.59643153,0.618457983,-9999
15442,0.946777,62.98942969,26.16038564,20.53439917,-9999
15443,0.934082,64.18882682,26.11597203,13.92393541,-9999
15444,0.946289,74.53256816,25.80572454,5.467792186,-9999
15445,0.681641,62.41740129,26.5052218,3.816453717,-9999
15446,0.835938,62.6935393,26.62473798,8.624104295,-9999
15447,0.738281,63.46576686,26.52363873,9.552476985,8854.965735
15448,0.848145,63.68695684,26.61978183,30.47403767,8707.721339
15449,0.865234,64.00885872,26.60312505,25.7748413,-9999
15450,0.907227,64.86621969,26.54762866,20.61389217,-9999
15451,0.698242,73.23383476,26.45522394,15.17204073,-9999
15452,0.814941,114.4536598,17.02018317,10.10071227,6161.096101
15453,0.88623,116.182233,18.29340198,9.87256496,-9999
15454,0.868164,119.1574975,20.6252587,38.02611874,-9999
15455,0.882324,119.1048848,20.72386882,16.93924307,-9999
15456,0.813965,120.6839551,21.99428036,9.31262253,-9999
15457,0.852539,121.8819375,22.85706252,8.329520473,-9999
15458,0.937988,122.9846279,23.67125025,42.9621493,7840.376341
15459,0.691406,123.6122937,24.25854185,10.28177273,5504.732417
15460,0.852539,123.6205539,24.15853124,44.56788245,-9999
15461,0.69043,127.3536109,26.80907425,6.68051587,-9999
15462,0.915039,129.7235309,28.1623128,17.01860663,8361.617827
15463,0.892578,130.981437,28.93857247,11.40575399,-9999
15464,0.631348,140.351088,34.14377553,75.32618976,7736.95666
15465,0.66748,140.3089451,34.20547999,54.23954029,6601.010498
15466,0.756348,143.8794942,35.56989106,57.8197221,8450.769928
15467,0.787598,146.6472847,36.92318645,17.23185375,8236.061774
15468,0.806641,146.8612988,36.97413672,36.28407032,8626.373671
15469,0.674805,149.6801097,37.8420509,35.46761618,7668.868868
15470,0.908691,157.263897,40.36024926,12.63787339,8546.387907
15471,0.754883,113.218205,16.25753297,41.21202931,8465.303384
15472,0.766602,116.6872604,19.2598464,21.16342727,7878.44772
15473,0.856934,117.668779,19.96985252,13.95275601,8014.337893
15474,0.886719,117.6486944,20.05899837,34.6513373,-9999
15475,0.918945,119.7408854,21.74895223,22.97735319,8304.410249
15476,0.960938,122.2847709,23.72091189,21.30384531,8726.629423
15477,0.830566,123.3982678,24.44603897,18.588314,8594.685877
15478,0.717773,124.0443661,25.06841579,52.66789972,-9999
15479,0.776367,126.1075975,26.32540723,38.06799468,8668.105222
15480,0.855469,126.0307861,26.2608066,43.77417804,8568.17818
15481,0.891602,137.3558212,33.00524733,9.38369752,8663.629181
15482,0.754395,138.0718219,33.50119763,65.91222919,8285.24357
15483,0.841309,139.040941,33.89985243,9.295655067,8151.143369
15484,0.900391,140.4525142,34.53814948,34.48593458,8729.148141
15485,0.919434,147.166512,37.44234909,25.86366104,8830.432056
15486,0.9375,155.0271503,40.06939728,34.51214878,8196.414399
15487,0.876953,112.5540222,16.46884371,18.34230877,8444.057171
15488,0.899902,112.632194,16.46503353,11.11588385,7938.960085
15489,0.865723,114.5342273,18.2006891,14.13064546,8668.389576
15490,0.92334,114.5125589,18.14170596,36.72349444,8319.781623
15491,0.888184,116.5114804,19.8309269,29.84654053,8771.378094
15492,0.929688,120.2149272,22.59970723,18.44981433,-9999
15493,0.859375,120.3133765,22.81889216,41.70383561,-9999
15494,0.959473,125.296538,26.27598172,30.59088208,8614.750454
15495,0.906738,126.1969638,27.07719797,14.9259506,7847.508285
15496,0.820801,129.0930747,28.87099186,47.17109958,8444.286549
15497,0.859863,129.1479302,28.79092015,8.069451209,8539.288445
15498,0.860352,136.7273745,33.35940853,14.22440143,8513.126966
15499,0.925293,137.7352011,33.83626885,13.83286059,8670.922963
15500,0.612305,139.6670602,34.73774215,5.563729409,8531.76469
15501,0.905762,144.987158,37.17412439,26.4810987,-9999
15502,0.945801,149.0604631,38.65023712,16.28635886,-9999
15503,0.894043,112.4695251,16.84794532,15.1557,8223.920985
15504,0.938965,112.9669953,17.21087445,20.87353479,8261.384923
15505,0.617676,113.0313464,17.2503814,8.20128681,8348.854138
15506,0.909668,113.0350608,17.2805047,21.29540971,-9999
15507,0.924805,113.1409488,17.4894854,11.82861782,8724.269858
15508,0.64209,114.7120867,18.78977531,-9999,-9999
15509,0.71875,114.5806836,18.80671147,34.84319729,8056.803871
15510,0.888184,114.6219223,18.78067319,11.59604788,-9999
15511,0.876465,115.5330711,19.39745001,47.63169101,-9999
15512,0.880371,118.1547985,21.61662031,13.75897242,8291.870976
15513,0.773926,120.4518479,23.26022609,6.408169639,-9999
15514,0.826172,125.5058633,27.03630061,65.31816869,8271.882922
15515,0.864258,125.7243651,27.0904432,20.810667,8619.046744
15516,0.937988,132.1541386,31.3441127,29.67577024,-9999
15517,0.945312,132.1596771,31.29247848,20.05709354,8337.855809
15518,0.778809,132.9942584,31.73281924,53.25740483,8748.673191
15519,0.757324,133.260868,31.88840715,6.605869654,8822.947868
15520,0.652344,138.9603221,34.80028739,75.11626752,-9999
15521,0.852051,138.8918156,34.87627619,51.83988149,7923.816489
15522,0.879883,138.7666234,34.86418064,48.99999097,-9999
15523,0.92334,139.1478817,34.86229416,29.33134647,8002.012746
15524,0.884277,143.3068165,36.87647648,14.60326613,8381.137992
15525,0.831543,143.980965,37.05443465,7.230194826,-9999
15526,0.879883,149.4618538,39.22997307,13.50187242,8476.65235
15527,0.941406,152.4234689,40.13578514,29.4043782,8306.304908
15528,0.800293,152.5841858,40.21236137,55.17571885,7908.586235
15529,0.896484,152.4735424,40.28316582,23.25905148,7283.750775
15530,0.818359,113.2872501,17.99856078,46.63650539,8719.762624
15531,0.69043,114.5386704,19.16512916,-9999,-9999
15532,0.952148,115.0901541,19.59675064,15.08314826,8340.307389
15533,0.891602,116.5963358,20.92977708,25.24271128,7723.377637
15534,0.907227,116.6733323,20.94287534,21.27776461,8112.028106
15535,0.660645,118.5486716,22.54300596,39.64423118,7644.647494
15536,0.804688,119.4906382,23.11546928,45.42155519,8284.244351
15537,0.69043,123.3730074,26.09753095,65.30373182,-9999
15538,0.702637,125.5021218,27.51416063,47.06954498,-9999
15539,0.922852,139.061289,35.3143101,11.28210143,-9999
15540,0.884277,148.2747392,39.25197811,12.66560676,8592.183688
15541,0.905273,112.5568351,18.16514578,23.62794765,8343.724066
15542,0.63916,112.7630182,18.2121547,5.318583722,-9999
15543,0.707031,113.2790142,18.81650183,16.17275472,8669.311836
15544,0.820801,115.4259845,20.45960603,29.92485123,8349.695588
15545,0.814941,115.6516988,20.6493351,6.623568011,8531.035378
15546,0.60791,124.3668573,27.29095667,66.47096749,7249.131016
15547,0.643066,128.4408737,29.9634437,30.5545576,-9999
15548,0.825684,128.4110109,29.97124867,34.48625221,8378.434453
15549,0.86084,129.2836364,30.67697612,8.855110806,8141.823188
15550,0.762207,139.2215066,35.87133264,5.232268232,8175.806326
15551,0.751465,141.5043711,37.06713502,58.78817794,7789.461258
15552,0.876953,141.5237993,36.99135895,13.13052225,8327.455656
15553,0.939453,147.202707,39.25173392,36.43074059,-9999
15554,0.762207,157.932742,42.61047539,16.35023503,8085.639723
15555,0.929199,162.757425,41.49791987,34.09102036,8329.500955
15556,0.661621,165.4583275,42.00399382,59.36520885,-9999
15557,0.862305,171.4605262,42.96039818,26.9468497,8328.337398
15558,0.910156,171.8385602,43.01998342,41.06161248,8377.501083
15559,0.877441,155.027584,40.06944658,34.51214878,8196.414399
15560,0.724609,149.5611625,38.86705323,72.89907203,7321.628171
15561,0.942871,150.2223894,39.17328076,17.20433934,8448.538044
15562,0.919922,157.0071568,41.02333515,44.05751523,7925.620077
15563,0.783203,159.3261269,41.73773996,8.3557993,8756.408156
15564,0.73877,163.6152888,42.71802074,13.80187215,8260.258788
15565,0.896973,163.5957205,42.54720249,44.21972119,-9999
15566,0.891602,169.4915296,43.51191266,42.34050172,8652.418272
15567,0.929688,169.4345619,43.65887417,42.07072537,7972.234797
15568,0.79541,170.8521567,43.7810749,6.193212761,8742.2073
15569,0.934082,170.8376932,43.70196088,30.72783768,-9999
15570,0.867188,158.7023105,41.95372974,22.0036131,8401.954471
15571,0.953613,159.5129819,42.12330455,11.26185678,8458.332843
15572,0.908203,162.2927774,42.90590053,44.13203968,7991.538008
15573,0.790527,166.2499935,43.55442098,59.88692306,8374.381166
15574,0.764648,173.0254894,44.50798882,6.390987969,8545.158898
15575,0.900879,156.6362381,41.85691992,34.52009641,8501.588406
15576,0.876953,162.1554154,43.28411086,33.54177181,8459.344749
15577,0.945801,170.3918215,44.55912392,14.1237493,8674.581756
15578,0.80957,163.5425434,43.90206567,-9999,-9999
15579,0.888184,163.5223049,43.87446085,14.97986847,8419.966751
15580,0.730469,167.3479939,-0.865917735,54.346052,7748.087555
15581,0.808594,167.3698329,-0.487393699,49.24566427,8443.688156
15582,0.629883,170.9706917,-0.622102088,72.27797891,8440.330415
15583,0.87793,171.6675192,0.396522752,40.18296693,-9999
15584,0.839844,172.9878283,0.40411713,32.20119583,7730.288564
15585,0.655273,167.5404422,0.658848839,44.03804187,6932.965245
15586,0.713379,170.4110681,1.226471223,58.16316085,7941.118064
15587,0.759766,38.30873175,-0.768619257,62.53828971,7647.200481
15588,0.807617,28.77324645,-0.32637687,65.75851543,7812.945395
15589,0.861816,34.05917883,-0.219206498,34.98404315,-9999
15590,0.715332,22.96688015,0.534105612,64.1097377,-9999
15591,0.614746,39.22978145,0.580059167,4.9983884,-9999
15592,0.740234,136.8991946,57.04205027,11.35246051,8039.205446
15593,0.839844,131.7529231,55.21469989,8.468061433,8405.692931
15594,0.760742,137.9883785,58.55266211,50.20373171,8191.733175
15595,0.822266,137.7203223,58.57090151,43.86175452,-9999
15596,0.844238,134.9882367,57.54731503,43.7256224,-9999
15597,0.645996,113.8027139,16.63458291,49.89557134,-9999
15598,0.906738,113.6695841,16.56953706,23.76457216,8514.327564
15599,0.888184,116.991275,19.3116851,11.53495753,8581.365218
15600,0.808594,119.2936648,21.15104336,11.34498693,8678.457328
15601,0.833496,119.5473908,21.30407403,7.183696901,-9999
15602,0.936035,125.6760214,25.97094483,22.68057183,8553.823354
15603,0.944824,133.7626973,30.89750672,26.00530789,8852.428265
15604,0.899902,113.9341638,17.2260197,10.13099264,-9999
15605,0.883789,114.51201,17.72778288,38.28811626,8330.819896
15606,0.816895,114.7264473,17.92955432,35.1921662,-9999
15607,0.702148,117.0493358,19.91809015,26.77466218,8096.911727
15608,0.733887,123.2138366,24.6508241,48.50404967,8568.51231
15609,0.81543,123.3222499,24.61343183,46.39081475,8009.386613
15610,0.84668,128.4636951,28.1444041,40.90873027,-9999
15611,0.839844,134.1053822,31.71241871,42.80455634,7841.109687
15612,0.943359,113.9899073,17.80897222,14.78447816,8702.613727
15613,0.82373,116.4504479,19.93215288,25.00022976,8416.826623
15614,0.90332,116.5613042,19.94663257,11.81348407,-9999
15615,0.808105,117.2072867,20.49174949,31.51214745,7709.081
